po_item_id,purchase_order_id,product_id,quantity,unit_cost
POITEM01186,PO00374,PROD232,201,113.62
POITEM01187,PO00375,PROD213,486,593.33
POITEM01188,PO00375,PROD220,59,441.05
POITEM01189,PO00375,PROD488,337,538.7
POITEM01190,PO00376,PROD369,158,496.21
POITEM01191,PO00376,PROD171,140,619.21
POITEM01192,PO00376,PROD028,159,806.13
POITEM01193,PO00376,PROD367,20,416.73
POITEM01194,PO00377,PROD335,195,290.45
POITEM01195,PO00377,PROD191,252,491.12
POITEM01196,PO00378,PROD186,254,248.28
POITEM01197,PO00378,PROD382,471,278.93
POITEM01198,PO00379,PROD043,192,432.93
POITEM01199,PO00379,PROD392,21,844.63
POITEM01200,PO00379,PROD031,241,825.69
POITEM01201,PO00380,PROD124,333,413.86
POITEM01202,PO00380,PROD125,421,569.18
POITEM01203,PO00380,PROD028,172,806.13
POITEM01204,PO00381,PROD326,234,44.1
POITEM01205,PO00381,PROD012,448,840.64
POITEM01206,PO00381,PROD443,70,266.46
POITEM01207,PO00382,PROD436,256,483.58
POITEM01208,PO00382,PROD429,132,65.57
POITEM01209,PO00382,PROD460,448,70.8
POITEM01210,PO00383,PROD279,271,181.43
POITEM01211,PO00383,PROD306,383,255.04
POITEM01212,PO00383,PROD001,290,776.99
POITEM01213,PO00384,PROD479,352,554.3
POITEM01214,PO00384,PROD295,213,114.04
POITEM01215,PO00384,PROD412,77,688.71
POITEM01216,PO00385,PROD222,223,237.21
POITEM01217,PO00385,PROD204,329,103.04
POITEM01218,PO00385,PROD063,47,535.5
POITEM01219,PO00386,PROD170,81,847.62
POITEM01220,PO00386,PROD296,255,629.34
POITEM01221,PO00386,PROD031,356,825.69
POITEM01222,PO00386,PROD138,450,737.18
POITEM01223,PO00386,PROD061,313,433.65
POITEM01224,PO00387,PROD054,324,723.26
POITEM01225,PO00388,PROD017,338,435.9
POITEM01226,PO00388,PROD291,218,188.82
POITEM01227,PO00388,PROD477,364,637.64
POITEM01228,PO00389,PROD442,281,622.08
POITEM01229,PO00389,PROD077,132,418.0
POITEM01230,PO00389,PROD310,29,658.21
POITEM01231,PO00389,PROD477,282,637.64
POITEM01232,PO00390,PROD277,98,596.29
POITEM01233,PO00390,PROD261,151,819.85
POITEM01234,PO00390,PROD465,418,567.0
POITEM01235,PO00390,PROD259,130,724.03
POITEM01236,PO00391,PROD380,295,583.27
POITEM01237,PO00391,PROD201,371,148.93
POITEM01238,PO00392,PROD472,500,577.91
POITEM01239,PO00392,PROD258,376,268.33
POITEM01240,PO00392,PROD096,139,575.32
POITEM01241,PO00393,PROD461,186,132.57
POITEM01242,PO00394,PROD060,456,493.98
POITEM01243,PO00394,PROD416,409,632.6
POITEM01244,PO00394,PROD100,430,479.23
POITEM01245,PO00395,PROD034,215,553.63
POITEM01246,PO00395,PROD428,248,556.07
POITEM01247,PO00395,PROD168,411,579.64
POITEM01248,PO00396,PROD275,293,345.37
POITEM01249,PO00396,PROD082,113,553.44
POITEM01250,PO00396,PROD465,170,567.0
POITEM01251,PO00397,PROD425,427,128.6
POITEM01252,PO00397,PROD427,435,318.68
POITEM01253,PO00398,PROD029,363,272.35
POITEM01254,PO00398,PROD291,347,188.82
POITEM01255,PO00398,PROD143,105,189.93
POITEM01256,PO00399,PROD241,134,619.62
POITEM01257,PO00399,PROD276,80,128.13
POITEM01258,PO00399,PROD044,471,408.18
POITEM01259,PO00399,PROD408,354,677.22
POITEM01260,PO00400,PROD373,317,693.26
POITEM01261,PO00400,PROD039,431,328.0
POITEM01262,PO00400,PROD364,31,28.18
POITEM01263,PO00400,PROD124,33,413.86
POITEM01264,PO00400,PROD196,161,763.76
POITEM01265,PO00400,PROD414,482,649.94
POITEM01266,PO00401,PROD307,414,168.22
POITEM01267,PO00401,PROD135,197,585.93
POITEM01268,PO00401,PROD031,369,825.69
POITEM01269,PO00402,PROD390,335,668.9
POITEM01270,PO00402,PROD115,150,800.71
POITEM01271,PO00403,PROD319,451,39.15
POITEM01272,PO00403,PROD352,293,807.92
POITEM01273,PO00403,PROD083,325,427.38
POITEM01274,PO00403,PROD223,47,123.48
POITEM01275,PO00403,PROD405,30,42.4
POITEM01276,PO00404,PROD038,446,806.17
POITEM01277,PO00404,PROD457,169,725.46
POITEM01278,PO00405,PROD050,264,794.2
POITEM01279,PO00405,PROD053,408,384.27
POITEM01280,PO00406,PROD210,260,734.75
POITEM01281,PO00406,PROD455,45,767.23
POITEM01282,PO00406,PROD444,305,399.53
POITEM01283,PO00407,PROD284,367,543.19
POITEM01284,PO00407,PROD079,25,812.58
POITEM01285,PO00407,PROD144,150,669.01
POITEM01286,PO00408,PROD360,165,13.82
POITEM01287,PO00408,PROD248,23,696.53
POITEM01288,PO00408,PROD091,37,484.78
POITEM01289,PO00409,PROD034,286,553.63
POITEM01290,PO00409,PROD383,462,361.93
POITEM01291,PO00409,PROD403,231,460.82
POITEM01292,PO00410,PROD312,111,216.09
POITEM01293,PO00410,PROD223,415,123.48
POITEM01294,PO00411,PROD215,71,621.5
POITEM01295,PO00411,PROD136,332,254.26
POITEM01296,PO00411,PROD331,158,432.78
POITEM01297,PO00411,PROD492,321,804.82
POITEM01298,PO00412,PROD307,460,168.22
POITEM01299,PO00412,PROD294,434,225.47
POITEM01300,PO00412,PROD020,226,496.51
POITEM01301,PO00412,PROD043,138,432.93
POITEM01302,PO00412,PROD006,128,708.02
POITEM01303,PO00412,PROD070,154,254.2
POITEM01304,PO00412,PROD441,497,314.89
POITEM01305,PO00413,PROD358,262,453.91
POITEM01306,PO00413,PROD390,48,668.9
POITEM01307,PO00414,PROD217,140,364.98
POITEM01308,PO00414,PROD260,335,341.22
POITEM01309,PO00414,PROD089,357,454.84
POITEM01310,PO00415,PROD276,287,128.13
POITEM01311,PO00415,PROD404,344,182.61
POITEM01312,PO00415,PROD094,22,119.15
POITEM01313,PO00415,PROD047,80,69.18
POITEM01314,PO00415,PROD124,81,413.86
POITEM01315,PO00416,PROD399,209,148.15
POITEM01316,PO00416,PROD052,465,368.02
POITEM01317,PO00416,PROD345,72,556.51
POITEM01318,PO00417,PROD081,124,408.14
POITEM01319,PO00417,PROD464,260,580.41
POITEM01320,PO00417,PROD479,205,554.3
POITEM01321,PO00418,PROD237,183,500.6
POITEM01322,PO00419,PROD129,124,474.72
POITEM01323,PO00419,PROD358,311,453.91
POITEM01324,PO00419,PROD075,198,492.03
POITEM01325,PO00419,PROD050,428,794.2
POITEM01326,PO00419,PROD379,399,768.98
POITEM01327,PO00420,PROD283,121,484.15
POITEM01328,PO00420,PROD004,473,681.55
POITEM01329,PO00420,PROD252,134,755.34
POITEM01330,PO00421,PROD439,373,348.87
POITEM01331,PO00422,PROD401,476,73.57
POITEM01332,PO00422,PROD266,169,691.86
POITEM01333,PO00422,PROD088,41,814.29
POITEM01334,PO00422,PROD314,263,834.65
POITEM01335,PO00423,PROD188,197,345.38
POITEM01336,PO00423,PROD377,287,593.84
POITEM01337,PO00424,PROD012,100,840.64
POITEM01338,PO00424,PROD393,342,401.11
POITEM01339,PO00424,PROD220,347,441.05
POITEM01340,PO00424,PROD449,204,743.17
POITEM01341,PO00424,PROD386,464,321.18
POITEM01342,PO00425,PROD010,50,95.43
POITEM01343,PO00425,PROD269,208,500.47
POITEM01344,PO00426,PROD480,381,732.4
POITEM01345,PO00427,PROD435,63,605.54
POITEM01346,PO00427,PROD011,209,767.67
POITEM01347,PO00427,PROD033,121,631.35
POITEM01348,PO00428,PROD428,173,556.07
POITEM01349,PO00429,PROD388,280,392.75
POITEM01350,PO00429,PROD195,376,419.18
POITEM01351,PO00429,PROD436,365,483.58
POITEM01352,PO00429,PROD358,235,453.91
POITEM01353,PO00429,PROD279,128,181.43
POITEM01354,PO00430,PROD301,24,125.66
POITEM01355,PO00430,PROD276,288,128.13
POITEM01356,PO00430,PROD242,35,478.65
POITEM01357,PO00431,PROD479,301,554.3
POITEM01358,PO00431,PROD299,398,408.79
POITEM01359,PO00432,PROD338,189,512.58
POITEM01360,PO00432,PROD445,251,632.13
POITEM01361,PO00432,PROD314,372,834.65
POITEM01362,PO00432,PROD200,402,324.44
POITEM01363,PO00432,PROD411,206,722.17
POITEM01364,PO00432,PROD424,452,212.71
POITEM01365,PO00433,PROD171,494,619.21
POITEM01366,PO00433,PROD059,216,476.49
POITEM01367,PO00433,PROD082,99,553.44
POITEM01368,PO00433,PROD321,500,627.48
POITEM01369,PO00433,PROD168,106,579.64
POITEM01370,PO00434,PROD402,445,288.73
POITEM01371,PO00434,PROD144,151,669.01
POITEM01372,PO00434,PROD396,366,471.13
POITEM01373,PO00434,PROD209,157,431.65
POITEM01374,PO00435,PROD230,471,393.11
POITEM01375,PO00435,PROD039,212,328.0
POITEM01376,PO00435,PROD287,42,101.85
POITEM01377,PO00435,PROD348,488,395.15
POITEM01378,PO00436,PROD175,216,214.47
POITEM01379,PO00436,PROD039,356,328.0
POITEM01380,PO00436,PROD019,454,121.47
POITEM01381,PO00437,PROD073,215,483.95
POITEM01382,PO00437,PROD037,94,675.52
POITEM01383,PO00438,PROD249,273,494.03
POITEM01384,PO00438,PROD260,427,341.22
POITEM01385,PO00438,PROD192,428,840.18
POITEM01386,PO00438,PROD359,74,452.52
POITEM01387,PO00439,PROD325,26,844.48
POITEM01388,PO00440,PROD489,487,628.21
POITEM01389,PO00440,PROD334,110,631.9
POITEM01390,PO00440,PROD387,181,540.68
POITEM01391,PO00440,PROD213,340,593.33
POITEM01392,PO00441,PROD110,106,706.0
POITEM01393,PO00441,PROD164,300,83.61
POITEM01394,PO00442,PROD456,410,490.07
POITEM01395,PO00442,PROD264,285,329.51
POITEM01396,PO00442,PROD389,499,539.54
POITEM01397,PO00443,PROD236,164,535.24
POITEM01398,PO00443,PROD051,325,320.72
POITEM01399,PO00444,PROD262,279,46.35
POITEM01400,PO00444,PROD016,352,765.64
POITEM01401,PO00445,PROD147,430,333.32
POITEM01402,PO00445,PROD134,446,169.2
POITEM01403,PO00445,PROD401,269,73.57
POITEM01404,PO00445,PROD395,88,236.19
POITEM01405,PO00445,PROD140,419,695.21
POITEM01406,PO00445,PROD108,77,22.43
POITEM01407,PO00446,PROD438,306,485.88
POITEM01408,PO00446,PROD214,420,448.24
POITEM01409,PO00446,PROD109,134,173.24
POITEM01410,PO00446,PROD443,417,266.46
POITEM01411,PO00447,PROD120,377,125.97
POITEM01412,PO00447,PROD263,143,750.8
POITEM01413,PO00447,PROD457,43,725.46
POITEM01414,PO00447,PROD153,414,609.33
POITEM01415,PO00448,PROD169,212,677.32
POITEM01416,PO00448,PROD491,282,87.09
POITEM01417,PO00448,PROD395,386,236.19
POITEM01418,PO00449,PROD285,36,346.6
POITEM01419,PO00449,PROD389,53,539.54
POITEM01420,PO00449,PROD492,435,804.82
POITEM01421,PO00450,PROD047,476,69.18
POITEM01422,PO00450,PROD366,136,707.17
POITEM01423,PO00450,PROD489,73,628.21
POITEM01424,PO00450,PROD355,82,245.42
POITEM01425,PO00451,PROD355,23,245.42
POITEM01426,PO00451,PROD226,131,302.07
POITEM01427,PO00451,PROD159,49,783.19
POITEM01428,PO00451,PROD199,87,60.76
POITEM01429,PO00452,PROD271,78,642.62
POITEM01430,PO00453,PROD445,181,632.13
POITEM01431,PO00453,PROD072,289,760.5
POITEM01432,PO00453,PROD253,298,512.2
POITEM01433,PO00453,PROD439,302,348.87
POITEM01434,PO00454,PROD013,32,731.42
POITEM01435,PO00454,PROD213,458,593.33
POITEM01436,PO00454,PROD112,153,787.68
POITEM01437,PO00455,PROD086,222,796.25
POITEM01438,PO00455,PROD449,65,743.17
POITEM01439,PO00456,PROD050,480,794.2
POITEM01440,PO00456,PROD479,442,554.3
POITEM01441,PO00456,PROD022,55,164.43
POITEM01442,PO00456,PROD010,255,95.43
POITEM01443,PO00456,PROD499,328,136.97
POITEM01444,PO00457,PROD080,58,528.13
POITEM01445,PO00457,PROD100,130,479.23
POITEM01446,PO00457,PROD279,359,181.43
POITEM01447,PO00457,PROD334,249,631.9
POITEM01448,PO00457,PROD010,36,95.43
POITEM01449,PO00458,PROD455,22,767.23
POITEM01450,PO00458,PROD287,58,101.85
POITEM01451,PO00458,PROD434,463,825.48
POITEM01452,PO00458,PROD047,488,69.18
POITEM01453,PO00458,PROD427,406,318.68
POITEM01454,PO00458,PROD306,161,255.04
POITEM01455,PO00458,PROD160,218,576.41
POITEM01456,PO00459,PROD019,271,121.47
POITEM01457,PO00459,PROD480,100,732.4
POITEM01458,PO00459,PROD239,38,391.55
POITEM01459,PO00459,PROD254,343,529.14
POITEM01460,PO00459,PROD074,400,668.18
POITEM01461,PO00459,PROD458,164,353.85
POITEM01462,PO00460,PROD004,478,681.55
POITEM01463,PO00460,PROD223,124,123.48
POITEM01464,PO00460,PROD377,373,593.84
POITEM01465,PO00460,PROD432,370,384.23
POITEM01466,PO00461,PROD014,115,234.75
POITEM01467,PO00461,PROD058,235,725.52
POITEM01468,PO00461,PROD489,87,628.21
POITEM01469,PO00461,PROD206,186,609.95
POITEM01470,PO00461,PROD364,54,28.18
POITEM01471,PO00462,PROD194,81,504.89
POITEM01472,PO00462,PROD481,268,490.69
POITEM01473,PO00463,PROD415,193,160.17
POITEM01474,PO00463,PROD374,71,166.06
POITEM01475,PO00464,PROD303,123,460.65
POITEM01476,PO00464,PROD203,48,195.25
POITEM01477,PO00464,PROD227,462,641.82
POITEM01478,PO00465,PROD159,346,783.19
POITEM01479,PO00465,PROD048,451,69.08
POITEM01480,PO00466,PROD213,142,593.33
POITEM01481,PO00466,PROD173,141,28.86
POITEM01482,PO00467,PROD339,205,635.93
POITEM01483,PO00467,PROD265,266,751.2
POITEM01484,PO00467,PROD490,162,806.54
POITEM01485,PO00468,PROD164,278,83.61
POITEM01486,PO00468,PROD448,29,776.39
POITEM01487,PO00469,PROD053,213,384.27
POITEM01488,PO00469,PROD201,269,148.93
POITEM01489,PO00469,PROD073,204,483.95
POITEM01490,PO00469,PROD350,42,431.8
POITEM01491,PO00470,PROD138,220,737.18
POITEM01492,PO00471,PROD296,344,629.34
POITEM01493,PO00471,PROD131,482,395.7
POITEM01494,PO00471,PROD394,209,789.05
POITEM01495,PO00472,PROD330,350,374.25
POITEM01496,PO00472,PROD083,488,427.38
POITEM01497,PO00472,PROD031,326,825.69
POITEM01498,PO00472,PROD051,30,320.72
POITEM01499,PO00472,PROD258,91,268.33
POITEM01500,PO00472,PROD055,129,324.06
POITEM01501,PO00472,PROD391,106,689.07
POITEM01502,PO00473,PROD308,300,364.45
POITEM01503,PO00473,PROD268,496,615.12
POITEM01504,PO00474,PROD058,412,725.52
POITEM01505,PO00474,PROD437,198,656.13
POITEM01506,PO00474,PROD250,36,549.69
POITEM01507,PO00475,PROD474,262,486.88
POITEM01508,PO00475,PROD083,344,427.38
POITEM01509,PO00475,PROD200,201,324.44
POITEM01510,PO00475,PROD418,430,502.51
POITEM01511,PO00475,PROD463,30,440.81
POITEM01512,PO00475,PROD237,163,500.6
POITEM01513,PO00476,PROD082,341,553.44
POITEM01514,PO00476,PROD339,165,635.93
POITEM01515,PO00476,PROD075,120,492.03
POITEM01516,PO00476,PROD345,395,556.51
POITEM01517,PO00476,PROD327,329,77.16
POITEM01518,PO00476,PROD465,365,567.0
POITEM01519,PO00476,PROD264,240,329.51
POITEM01520,PO00477,PROD426,408,369.19
POITEM01521,PO00478,PROD132,304,576.63
POITEM01522,PO00478,PROD433,268,509.44
POITEM01523,PO00479,PROD117,165,169.44
POITEM01524,PO00480,PROD130,383,372.25
POITEM01525,PO00480,PROD150,460,800.82
POITEM01526,PO00480,PROD403,402,460.82
POITEM01527,PO00480,PROD074,260,668.18
POITEM01528,PO00480,PROD370,78,241.67
POITEM01529,PO00481,PROD187,317,702.51
POITEM01530,PO00482,PROD026,479,429.06
POITEM01531,PO00482,PROD075,29,492.03
POITEM01532,PO00482,PROD322,238,562.63
POITEM01533,PO00482,PROD317,388,616.34
POITEM01534,PO00483,PROD499,489,136.97
POITEM01535,PO00483,PROD162,150,17.84
POITEM01536,PO00483,PROD218,89,669.74
POITEM01537,PO00483,PROD467,435,338.35
POITEM01538,PO00484,PROD020,32,496.51
POITEM01539,PO00484,PROD489,309,628.21
POITEM01540,PO00484,PROD402,286,288.73
POITEM01541,PO00484,PROD313,101,530.62
POITEM01542,PO00485,PROD060,360,493.98
POITEM01543,PO00485,PROD136,172,254.26
POITEM01544,PO00485,PROD364,246,28.18
POITEM01545,PO00485,PROD221,41,255.85
POITEM01546,PO00486,PROD252,421,755.34
POITEM01547,PO00486,PROD031,239,825.69
POITEM01548,PO00487,PROD172,123,259.65
POITEM01549,PO00487,PROD166,358,389.01
POITEM01550,PO00487,PROD465,357,567.0
POITEM01551,PO00487,PROD469,61,690.5
POITEM01552,PO00488,PROD216,34,103.05
POITEM01553,PO00488,PROD096,484,575.32
POITEM01554,PO00488,PROD280,314,561.08
POITEM01555,PO00489,PROD190,69,716.67
POITEM01556,PO00489,PROD137,218,614.65
POITEM01557,PO00489,PROD348,146,395.15
POITEM01558,PO00489,PROD017,249,435.9
POITEM01559,PO00490,PROD284,248,543.19
POITEM01560,PO00490,PROD085,116,577.31
POITEM01561,PO00490,PROD059,334,476.49
POITEM01562,PO00491,PROD317,72,616.34
POITEM01563,PO00491,PROD323,33,348.8
POITEM01564,PO00491,PROD463,409,440.81
POITEM01565,PO00492,PROD334,201,631.9
POITEM01566,PO00492,PROD339,242,635.93
POITEM01567,PO00492,PROD500,75,482.22
POITEM01568,PO00493,PROD429,212,65.57
POITEM01569,PO00493,PROD483,152,367.42
POITEM01570,PO00493,PROD246,257,775.74
POITEM01571,PO00494,PROD285,200,346.6
POITEM01572,PO00494,PROD134,49,169.2
POITEM01573,PO00494,PROD472,401,577.91
POITEM01574,PO00495,PROD298,202,152.63
POITEM01575,PO00495,PROD290,259,96.88
POITEM01576,PO00495,PROD080,471,528.13
POITEM01577,PO00496,PROD005,286,497.89
POITEM01578,PO00496,PROD074,196,668.18
POITEM01579,PO00497,PROD166,25,389.01
POITEM01580,PO00497,PROD350,146,431.8
POITEM01581,PO00497,PROD171,115,619.21
POITEM01582,PO00497,PROD073,500,483.95
POITEM01583,PO00498,PROD441,308,314.89
POITEM01584,PO00498,PROD430,425,576.39
POITEM01585,PO00499,PROD272,434,456.22
POITEM01586,PO00499,PROD439,329,348.87
POITEM01587,PO00499,PROD106,414,129.72
POITEM01588,PO00500,PROD251,297,788.6
POITEM01589,PO00500,PROD113,135,148.55
POITEM01590,PO00500,PROD456,435,490.07
POITEM01591,PO00500,PROD008,47,531.37
POITEM01592,PO00500,PROD376,136,507.07
POITEM01593,PO00500,PROD344,307,838.24
POITEM01594,PO00501,PROD327,425,77.16
POITEM01595,PO00501,PROD244,225,89.5
POITEM01596,PO00501,PROD238,323,59.91
POITEM01597,PO00502,PROD377,471,593.84
POITEM01598,PO00502,PROD009,71,267.41
POITEM01599,PO00502,PROD169,316,677.32
POITEM01600,PO00502,PROD007,254,88.13
POITEM01601,PO00502,PROD433,37,509.44
POITEM01602,PO00502,PROD251,328,788.6
POITEM01603,PO00503,PROD179,162,282.68
POITEM01604,PO00503,PROD480,32,732.4
POITEM01605,PO00503,PROD362,455,488.97
POITEM01606,PO00504,PROD409,126,295.02
POITEM01607,PO00504,PROD223,302,123.48
POITEM01608,PO00504,PROD242,349,478.65
POITEM01609,PO00505,PROD382,237,278.93
POITEM01610,PO00505,PROD411,331,722.17
POITEM01611,PO00505,PROD191,181,491.12
POITEM01612,PO00505,PROD212,326,333.53
POITEM01613,PO00505,PROD254,488,529.14
POITEM01614,PO00506,PROD117,136,169.44
POITEM01615,PO00506,PROD085,270,577.31
POITEM01616,PO00506,PROD367,407,416.73
POITEM01617,PO00506,PROD244,41,89.5
POITEM01618,PO00506,PROD112,117,787.68
POITEM01619,PO00506,PROD086,366,796.25
POITEM01620,PO00506,PROD494,461,405.19
POITEM01621,PO00506,PROD136,344,254.26
POITEM01622,PO00507,PROD168,369,579.64
POITEM01623,PO00507,PROD210,432,734.75
POITEM01624,PO00507,PROD208,75,672.53
POITEM01625,PO00507,PROD392,493,844.63
POITEM01626,PO00507,PROD165,499,341.6
POITEM01627,PO00508,PROD098,477,478.75
POITEM01628,PO00508,PROD011,249,767.67
POITEM01629,PO00509,PROD228,375,683.56
POITEM01630,PO00509,PROD197,300,622.87
POITEM01631,PO00509,PROD416,63,632.6
POITEM01632,PO00510,PROD045,72,105.62
POITEM01633,PO00510,PROD299,261,408.79
POITEM01634,PO00511,PROD444,141,399.53
POITEM01635,PO00512,PROD237,131,500.6
POITEM01636,PO00512,PROD128,58,304.2
POITEM01637,PO00512,PROD274,289,184.54
POITEM01638,PO00512,PROD024,154,367.61
POITEM01639,PO00512,PROD035,118,513.23
POITEM01640,PO00513,PROD367,403,416.73
POITEM01641,PO00513,PROD062,307,176.9
POITEM01642,PO00513,PROD413,93,431.16
POITEM01643,PO00513,PROD224,231,36.63
POITEM01644,PO00514,PROD196,256,763.76
POITEM01645,PO00514,PROD474,295,486.88
POITEM01646,PO00514,PROD460,266,70.8
POITEM01647,PO00514,PROD088,473,814.29
POITEM01648,PO00514,PROD013,425,731.42
POITEM01649,PO00514,PROD228,404,683.56
POITEM01650,PO00514,PROD105,137,288.76
POITEM01651,PO00514,PROD131,395,395.7
POITEM01652,PO00515,PROD478,176,587.74
POITEM01653,PO00515,PROD179,251,282.68
POITEM01654,PO00515,PROD407,482,628.45
POITEM01655,PO00515,PROD479,499,554.3
POITEM01656,PO00515,PROD214,119,448.24
POITEM01657,PO00515,PROD446,52,112.46
POITEM01658,PO00516,PROD208,226,672.53
POITEM01659,PO00517,PROD455,157,767.23
POITEM01660,PO00517,PROD310,134,658.21
POITEM01661,PO00518,PROD281,262,472.78
POITEM01662,PO00518,PROD342,279,372.68
POITEM01663,PO00518,PROD188,396,345.38
POITEM01664,PO00519,PROD266,367,691.86
POITEM01665,PO00519,PROD272,425,456.22
POITEM01666,PO00519,PROD496,155,574.68
POITEM01667,PO00519,PROD025,479,270.8
POITEM01668,PO00519,PROD456,55,490.07
POITEM01669,PO00520,PROD413,114,431.16
POITEM01670,PO00520,PROD367,304,416.73
POITEM01671,PO00521,PROD355,435,245.42
POITEM01672,PO00521,PROD194,299,504.89
POITEM01673,PO00521,PROD018,254,369.91
POITEM01674,PO00521,PROD475,131,349.43
POITEM01675,PO00521,PROD481,411,490.69
POITEM01676,PO00522,PROD265,486,751.2
POITEM01677,PO00522,PROD044,88,408.18
POITEM01678,PO00522,PROD098,410,478.75
POITEM01679,PO00522,PROD232,97,113.62
POITEM01680,PO00523,PROD333,21,267.79
POITEM01681,PO00523,PROD118,417,256.92
POITEM01682,PO00524,PROD206,317,609.95
POITEM01683,PO00524,PROD147,114,333.32
POITEM01684,PO00524,PROD251,391,788.6
POITEM01685,PO00524,PROD212,264,333.53
POITEM01686,PO00524,PROD131,121,395.7
POITEM01687,PO00525,PROD450,263,446.47
POITEM01688,PO00525,PROD120,352,125.97
POITEM01689,PO00525,PROD475,87,349.43
POITEM01690,PO00525,PROD373,474,693.26
POITEM01691,PO00526,PROD177,126,207.32
POITEM01692,PO00526,PROD460,357,70.8
POITEM01693,PO00527,PROD128,122,304.2
POITEM01694,PO00527,PROD018,223,369.91
POITEM01695,PO00527,PROD478,269,587.74
POITEM01696,PO00527,PROD090,52,448.29
POITEM01697,PO00527,PROD046,228,444.13
POITEM01698,PO00528,PROD389,226,539.54
POITEM01699,PO00528,PROD267,26,508.59
POITEM01700,PO00528,PROD233,99,563.96
POITEM01701,PO00529,PROD468,148,340.28
POITEM01702,PO00529,PROD354,291,728.91
POITEM01703,PO00529,PROD352,280,807.92
POITEM01704,PO00530,PROD301,266,125.66
POITEM01705,PO00530,PROD046,294,444.13
POITEM01706,PO00530,PROD214,58,448.24
POITEM01707,PO00531,PROD309,188,467.42
POITEM01708,PO00531,PROD332,483,72.5
POITEM01709,PO00531,PROD277,344,596.29
POITEM01710,PO00532,PROD458,425,353.85
POITEM01711,PO00532,PROD080,114,528.13
POITEM01712,PO00533,PROD179,182,282.68
POITEM01713,PO00533,PROD128,145,304.2
POITEM01714,PO00533,PROD304,443,170.43
POITEM01715,PO00534,PROD022,173,164.43
POITEM01716,PO00534,PROD225,436,739.73
POITEM01717,PO00534,PROD086,281,796.25
POITEM01718,PO00534,PROD324,232,214.11
POITEM01719,PO00535,PROD119,438,65.49
POITEM01720,PO00535,PROD027,375,397.54
POITEM01721,PO00536,PROD198,161,145.64
POITEM01722,PO00536,PROD252,380,755.34
POITEM01723,PO00536,PROD020,59,496.51
POITEM01724,PO00536,PROD044,454,408.18
POITEM01725,PO00537,PROD455,39,767.23
POITEM01726,PO00537,PROD443,307,266.46
POITEM01727,PO00537,PROD082,123,553.44
POITEM01728,PO00538,PROD158,188,660.16
POITEM01729,PO00538,PROD258,226,268.33
POITEM01730,PO00539,PROD332,304,72.5
POITEM01731,PO00540,PROD409,228,295.02
POITEM01732,PO00540,PROD232,32,113.62
POITEM01733,PO00540,PROD236,380,535.24
POITEM01734,PO00540,PROD497,232,607.34
POITEM01735,PO00541,PROD209,318,431.65
POITEM01736,PO00541,PROD286,45,584.6
POITEM01737,PO00541,PROD292,238,238.58
POITEM01738,PO00541,PROD441,204,314.89
POITEM01739,PO00542,PROD281,349,472.78
POITEM01740,PO00542,PROD129,132,474.72
POITEM01741,PO00543,PROD244,399,89.5
POITEM01742,PO00544,PROD140,133,695.21
POITEM01743,PO00544,PROD182,195,188.11
POITEM01744,PO00545,PROD353,278,270.5
POITEM01745,PO00545,PROD313,139,530.62
POITEM01746,PO00545,PROD142,231,808.34
POITEM01747,PO00545,PROD494,57,405.19
POITEM01748,PO00545,PROD174,294,34.33
POITEM01749,PO00546,PROD449,482,743.17
POITEM01750,PO00546,PROD290,105,96.88
POITEM01751,PO00547,PROD137,22,614.65
POITEM01752,PO00547,PROD167,113,587.07
POITEM01753,PO00548,PROD062,336,176.9
POITEM01754,PO00548,PROD246,190,775.74
POITEM01755,PO00548,PROD416,424,632.6
POITEM01756,PO00548,PROD265,320,751.2
POITEM01757,PO00548,PROD089,304,454.84
POITEM01758,PO00549,PROD225,411,739.73
POITEM01759,PO00549,PROD370,102,241.67
POITEM01760,PO00549,PROD211,321,660.34
POITEM01761,PO00549,PROD107,169,604.75
POITEM01762,PO00550,PROD156,271,450.52
POITEM01763,PO00550,PROD110,150,706.0
POITEM01764,PO00551,PROD481,394,490.69
POITEM01765,PO00551,PROD005,212,497.89
POITEM01766,PO00551,PROD263,183,750.8
POITEM01767,PO00552,PROD315,323,259.32
POITEM01768,PO00552,PROD423,256,690.64
POITEM01769,PO00553,PROD348,338,395.15
POITEM01770,PO00553,PROD041,175,696.65
POITEM01771,PO00553,PROD121,36,517.69
POITEM01772,PO00553,PROD066,105,101.43
POITEM01773,PO00554,PROD034,474,553.63
POITEM01774,PO00555,PROD164,213,83.61
POITEM01775,PO00555,PROD244,128,89.5
POITEM01776,PO00555,PROD155,344,109.64
POITEM01777,PO00555,PROD267,96,508.59
POITEM01778,PO00556,PROD343,21,279.4
POITEM01779,PO00556,PROD384,421,687.48
POITEM01780,PO00556,PROD387,194,540.68
POITEM01781,PO00557,PROD246,287,775.74
POITEM01782,PO00557,PROD108,387,22.43
POITEM01783,PO00558,PROD004,495,681.55
POITEM01784,PO00558,PROD399,214,148.15
POITEM01785,PO00558,PROD015,443,198.05
POITEM01786,PO00558,PROD383,79,361.93
POITEM01787,PO00558,PROD221,228,255.85
POITEM01788,PO00559,PROD011,170,767.67
POITEM01789,PO00559,PROD412,169,688.71
POITEM01790,PO00559,PROD355,375,245.42
POITEM01791,PO00559,PROD085,211,577.31
POITEM01792,PO00560,PROD110,373,706.0
