product_id,company_id,name,sku,category,unit_price,supplier_cost,reorder_level,safety_stock,weight,dimensions
PROD197,COMP004,Hydraulic Power Steering Pump v8.6,SKU-AUT-0197-375,Automotive,1098.89,622.87,95,68,19.96,110x57x49 cm
PROD198,COMP008,Modular LED Light Strip v1.9,SKU-CON-0198-910,Consumer Goods,220.57,145.64,309,123,6.23,113x72x58 cm
PROD199,COMP010,High-Power MOSFET Switch v4.4,SKU-ELE-0199-957,Electronics,77.66,60.76,75,112,31.75,40x52x54 cm
PROD200,COMP008,Water Filtration Cartridge v2.1,SKU-CON-0200-347,Consumer Goods,569.37,324.44,140,141,26.47,49x49x12 cm
PROD201,COMP005,Precision Voltage Regulator v1.7,SKU-ELE-0201-150,Electronics,258.6,148.93,159,76,29.18,91x31x19 cm
PROD202,COMP007,Ergonomic Smart Desk Sensor v1.8,SKU-CON-0202-235,Consumer Goods,976.76,554.67,54,77,11.47,108x44x47 cm
PROD203,COMP005,Electrocardiogram Signal Amplifier v6.8,SKU-MED-0203-358,Medical,294.21,195.25,316,121,26.36,5x70x44 cm
PROD204,COMP006,Ruggedized Product Chassis v5.5,SKU-CON-0204-800,Consumer Goods,134.39,103.04,191,103,38.79,38x43x14 cm
PROD205,COMP003,High-Efficiency HEPA Air Filter v1.7,SKU-CON-0205-776,Consumer Goods,383.51,280.15,63,147,44.89,38x58x27 cm
PROD206,COMP007,OLED Display Interface v4.6,SKU-ELE-0206-843,Electronics,1118.26,609.95,376,141,40.81,90x50x34 cm
PROD207,COMP005,ABS Wheel Speed Sensor v3.5,SKU-AUT-0207-199,Automotive,764.66,406.78,336,66,42.62,120x47x43 cm
PROD208,COMP002,Transmission Solenoid Valve v4.5,SKU-AUT-0208-530,Automotive,1030.06,672.53,183,95,20.95,20x65x5 cm
PROD209,COMP010,Ruggedized Product Chassis v2.8,SKU-CON-0209-299,Consumer Goods,857.85,431.65,245,96,18.68,116x24x10 cm
PROD210,COMP004,Pressure Transmitter Gauge v8.3,SKU-IND-0210-423,Industrial,1031.08,734.75,91,144,15.07,27x45x42 cm
PROD211,COMP001,ARM Cortex Mainboard v5.4,SKU-ELE-0211-879,Electronics,1148.88,660.34,131,145,35.37,104x16x10 cm
PROD212,COMP010,Electrocardiogram Signal Amplifier v7.7,SKU-MED-0212-588,Medical,427.61,333.53,152,115,42.76,119x46x50 cm
PROD213,COMP009,Heavy-Duty Braking Rotor v1.4,SKU-AUT-0213-331,Automotive,915.33,593.33,116,46,17.35,80x44x12 cm
PROD214,COMP002,Precision Voltage Regulator v5.8,SKU-ELE-0214-845,Electronics,759.99,448.24,272,54,15.52,120x67x24 cm
PROD215,COMP004,High-Intensity LED Headlight Assembly v1.4,SKU-AUT-0215-329,Automotive,846.19,621.5,61,149,7.73,51x9x26 cm
PROD216,COMP005,Ruggedized Product Chassis v1.1,SKU-CON-0216-777,Consumer Goods,202.05,103.05,74,49,18.84,53x20x37 cm
PROD217,COMP005,Surgical Grade Titanium Valve v4.1,SKU-MED-0217-408,Medical,487.55,364.98,316,89,28.08,94x22x28 cm
PROD218,COMP002,Ruggedized Product Chassis v2.5,SKU-CON-0218-216,Consumer Goods,1120.53,669.74,361,71,35.04,111x71x14 cm
PROD219,COMP006,Biocompatible Tubing Assembly v3.1,SKU-MED-0219-661,Medical,610.84,428.2,296,104,10.67,6x16x60 cm
PROD220,COMP002,Acoustic Noise-Canceling Core v3.2,SKU-CON-0220-898,Consumer Goods,822.57,441.05,101,85,29.05,63x42x18 cm
PROD221,COMP008,FPGA Accelerator Board v3.1,SKU-ELE-0221-972,Electronics,494.14,255.85,210,129,33.27,17x10x2 cm
PROD222,COMP003,Transmission Solenoid Valve v6.8,SKU-AUT-0222-736,Automotive,444.32,237.21,240,107,8.35,56x56x31 cm
PROD223,COMP005,Prosthetic Articulating Joint v7.3,SKU-MED-0223-215,Medical,230.59,123.48,131,46,18.81,80x66x53 cm
PROD224,COMP010,Surgical Grade Titanium Valve v7.6,SKU-MED-0224-726,Medical,67.1,36.63,116,143,41.43,19x57x30 cm
PROD225,COMP001,Precision Voltage Regulator v6.1,SKU-ELE-0225-821,Electronics,1254.65,739.73,345,77,44.01,90x48x35 cm
PROD226,COMP009,Rechargeable Lithium Battery Pack v7.4,SKU-CON-0226-593,Consumer Goods,551.23,302.07,247,58,37.78,76x11x2 cm
PROD227,COMP003,Acoustic Noise-Canceling Core v8.3,SKU-CON-0227-176,Consumer Goods,977.2,641.82,219,91,2.41,33x75x43 cm
PROD228,COMP007,Diagnostic Ultrasound Transducer v2.8,SKU-MED-0228-554,Medical,1114.81,683.56,305,134,14.33,68x7x8 cm
PROD229,COMP007,Sterile Fluid Delivery Pump v9.9,SKU-MED-0229-100,Medical,1354.19,704.2,366,97,40.07,76x31x43 cm
PROD230,COMP008,Heavy Duty Conveyor Bearing v1.4,SKU-IND-0230-964,Industrial,678.56,393.11,367,141,32.29,51x62x9 cm
PROD231,COMP002,Heavy-Duty Braking Rotor v6.6,SKU-AUT-0231-949,Automotive,1048.32,543.19,330,115,31.64,10x26x33 cm
PROD232,COMP003,Pulse Oximeter Sensor Module v5.4,SKU-MED-0232-292,Medical,224.33,113.62,160,137,37.13,29x48x8 cm
PROD233,COMP007,OLED Display Interface v2.8,SKU-ELE-0233-568,Electronics,1163.32,563.96,118,147,0.34,99x11x37 cm
PROD234,COMP007,Acoustic Noise-Canceling Core v9.3,SKU-CON-0234-808,Consumer Goods,929.92,497.04,115,46,17.53,81x46x34 cm
PROD235,COMP007,Medical Grade Power Supply v4.5,SKU-MED-0235-507,Medical,1700.42,819.51,281,54,6.35,82x70x21 cm
PROD236,COMP009,Thermal Imaging Sensor v4.4,SKU-IND-0236-314,Industrial,801.25,535.24,226,53,44.16,88x27x34 cm
PROD237,COMP009,Pneumatic Control Valve v6.9,SKU-IND-0237-591,Industrial,1026.87,500.6,263,93,39.5,59x6x35 cm
PROD238,COMP002,Optocoupler Signal Isolator v3.1,SKU-ELE-0238-786,Electronics,88.48,59.91,132,93,30.8,23x12x46 cm
PROD239,COMP005,ABS Wheel Speed Sensor v1.6,SKU-AUT-0239-933,Automotive,694.49,391.55,395,77,33.45,76x54x17 cm
PROD240,COMP009,Hydraulic Cylinder Assembly v7.7,SKU-IND-0240-526,Industrial,1692.13,813.74,210,33,0.73,37x30x41 cm
PROD241,COMP008,Transmission Solenoid Valve v9.4,SKU-AUT-0241-894,Automotive,876.44,619.62,279,65,44.26,14x28x13 cm
PROD242,COMP009,Optocoupler Signal Isolator v1.7,SKU-ELE-0242-385,Electronics,651.23,478.65,349,85,0.4,64x24x4 cm
PROD243,COMP003,Linear Motion Actuator v1.5,SKU-IND-0243-602,Industrial,1157.77,674.05,87,101,23.71,28x71x6 cm
PROD244,COMP009,High-Intensity LED Headlight Assembly v9.9,SKU-AUT-0244-513,Automotive,128.7,89.5,159,104,15.0,42x32x50 cm
PROD245,COMP010,Acoustic Noise-Canceling Core v9.1,SKU-CON-0245-217,Consumer Goods,932.89,572.74,378,82,43.16,92x46x26 cm
PROD246,COMP002,Biocompatible Tubing Assembly v9.5,SKU-MED-0246-125,Medical,1511.76,775.74,241,150,20.13,10x42x59 cm
PROD247,COMP004,Thermal Imaging Sensor v2.2,SKU-IND-0247-271,Industrial,1575.9,826.24,323,21,28.27,31x32x57 cm
PROD248,COMP007,Multi-Layer Ceramic Capacitor Pack v9.7,SKU-ELE-0248-762,Electronics,913.36,696.53,128,26,20.75,47x9x7 cm
PROD249,COMP002,High-Power MOSFET Switch v5.9,SKU-ELE-0249-172,Electronics,713.13,494.03,182,124,17.55,85x56x29 cm
PROD250,COMP006,Optocoupler Signal Isolator v2.9,SKU-ELE-0250-106,Electronics,976.03,549.69,349,31,31.58,14x50x34 cm
PROD251,COMP002,Industrial Gearbox Reducer v2.5,SKU-IND-0251-883,Industrial,1241.42,788.6,388,27,21.41,73x33x10 cm
PROD252,COMP007,Smart Home Gateway Hub v3.5,SKU-CON-0252-793,Consumer Goods,1563.98,755.34,381,115,43.09,6x75x57 cm
PROD253,COMP009,Drive Shaft Universal Joint v1.1,SKU-AUT-0253-686,Automotive,874.11,512.2,93,98,9.57,99x49x15 cm
PROD254,COMP007,Stainless Steel Enclosure Shell v3.3,SKU-CON-0254-326,Consumer Goods,775.1,529.14,108,66,30.24,77x11x56 cm
PROD255,COMP009,Precision Peristaltic Pump v2.5,SKU-MED-0255-787,Medical,91.9,68.92,347,144,42.83,50x21x44 cm
PROD256,COMP004,Precision Voltage Regulator v2.4,SKU-ELE-0256-425,Electronics,641.32,419.41,387,98,31.25,24x77x38 cm
PROD257,COMP006,Pressure Transmitter Gauge v3.1,SKU-IND-0257-420,Industrial,314.51,218.67,378,131,12.56,51x22x45 cm
PROD258,COMP006,Prosthetic Articulating Joint v8.6,SKU-MED-0258-893,Medical,461.24,268.33,139,40,37.9,114x22x59 cm
PROD259,COMP009,Hydraulic Power Steering Pump v2.2,SKU-AUT-0259-119,Automotive,1293.76,724.03,347,123,34.65,32x9x37 cm
PROD260,COMP005,Brushless DC Motor Unit v8.3,SKU-CON-0260-474,Consumer Goods,685.07,341.22,351,94,6.15,69x70x7 cm
PROD261,COMP007,Thermal Imaging Sensor v1.4,SKU-IND-0261-968,Industrial,1709.04,819.85,400,62,34.11,22x62x12 cm
PROD262,COMP003,Ruggedized Product Chassis v3.8,SKU-CON-0262-467,Consumer Goods,87.94,46.35,168,36,12.01,34x10x44 cm
PROD263,COMP004,Modular LED Light Strip v7.8,SKU-CON-0263-565,Consumer Goods,963.97,750.8,382,102,4.78,71x40x55 cm
PROD264,COMP005,Brushless DC Motor Unit v3.7,SKU-CON-0264-769,Consumer Goods,576.49,329.51,89,84,17.03,33x71x27 cm
PROD265,COMP006,Programmable Logic Controller (PLC) v8.1,SKU-IND-0265-613,Industrial,1219.88,751.2,167,39,23.23,40x32x11 cm
PROD266,COMP003,Transmission Solenoid Valve v2.4,SKU-AUT-0266-524,Automotive,1288.39,691.86,296,142,21.63,80x25x43 cm
PROD267,COMP007,Multi-Layer Ceramic Capacitor Pack v1.3,SKU-ELE-0267-687,Electronics,693.98,508.59,312,30,40.1,23x12x12 cm
PROD268,COMP005,ABS Wheel Speed Sensor v7.1,SKU-AUT-0268-999,Automotive,1114.89,615.12,195,41,9.86,82x65x57 cm
PROD269,COMP008,Engine Control Module (ECM) v7.3,SKU-AUT-0269-913,Automotive,952.08,500.47,369,150,12.01,97x48x31 cm
PROD270,COMP010,Rechargeable Lithium Battery Pack v4.7,SKU-CON-0270-494,Consumer Goods,155.77,123.23,317,149,30.84,110x24x40 cm
PROD271,COMP002,Air Flow Sensor Module v1.9,SKU-AUT-0271-615,Automotive,854.18,642.62,387,53,40.6,74x5x59 cm
PROD272,COMP007,Water Filtration Cartridge v6.1,SKU-CON-0272-814,Consumer Goods,659.27,456.22,296,117,15.87,107x78x8 cm
PROD273,COMP007,Hydraulic Power Steering Pump v8.4,SKU-AUT-0273-979,Automotive,145.43,82.7,328,124,11.71,5x5x38 cm
PROD274,COMP009,LiFePO4 BMS Module v1.7,SKU-ELE-0274-770,Electronics,356.83,184.54,259,112,4.93,59x79x18 cm
PROD275,COMP005,Water Filtration Cartridge v6.5,SKU-CON-0275-796,Consumer Goods,491.51,345.37,332,143,8.17,76x76x32 cm
PROD276,COMP005,Linear Motion Actuator v6.7,SKU-IND-0276-853,Industrial,254.24,128.13,110,78,20.18,94x25x8 cm
PROD277,COMP004,Water Filtration Cartridge v6.9,SKU-CON-0277-728,Consumer Goods,1103.6,596.29,132,119,43.41,5x16x54 cm
PROD278,COMP003,Medical Grade Power Supply v7.2,SKU-MED-0278-165,Medical,364.44,232.84,361,29,32.64,56x71x20 cm
PROD279,COMP010,High-Power MOSFET Switch v8.8,SKU-ELE-0279-110,Electronics,328.09,181.43,315,93,8.88,105x70x35 cm
PROD280,COMP004,Stainless Steel Enclosure Shell v1.6,SKU-CON-0280-344,Consumer Goods,1166.65,561.08,94,90,35.12,50x55x27 cm
PROD281,COMP010,ABS Wheel Speed Sensor v1.2,SKU-AUT-0281-192,Automotive,882.78,472.78,336,109,15.73,109x40x16 cm
PROD282,COMP010,Air Flow Sensor Module v7.1,SKU-AUT-0282-367,Automotive,267.32,159.09,336,38,22.72,48x19x53 cm
PROD283,COMP009,Thermal Imaging Sensor v5.8,SKU-IND-0283-486,Industrial,922.05,484.15,223,137,30.72,119x80x57 cm
PROD284,COMP001,Pulse Oximeter Sensor Module v5.2,SKU-MED-0284-491,Medical,1138.02,543.19,396,78,36.04,57x50x35 cm
PROD285,COMP009,Precision Voltage Regulator v4.5,SKU-ELE-0285-195,Electronics,653.85,346.6,225,39,25.02,27x65x22 cm
PROD286,COMP006,Turbocharger Cartridge v5.3,SKU-AUT-0286-864,Automotive,1182.9,584.6,305,71,10.68,35x38x15 cm
PROD287,COMP004,Engine Control Module (ECM) v6.3,SKU-AUT-0287-897,Automotive,206.98,101.85,396,146,27.68,102x74x4 cm
PROD288,COMP008,Linear Motion Actuator v6.8,SKU-IND-0288-688,Industrial,1233.87,740.09,311,91,17.99,101x78x10 cm
PROD289,COMP001,Water Filtration Cartridge v8.9,SKU-CON-0289-133,Consumer Goods,686.66,433.32,139,137,43.95,94x71x31 cm
PROD290,COMP006,Microcontroller Unit v4.7,SKU-ELE-0290-694,Electronics,150.88,96.88,182,67,24.75,35x39x32 cm
PROD291,COMP010,Heavy Duty Conveyor Bearing v3.8,SKU-IND-0291-534,Industrial,348.49,188.82,240,113,38.47,40x62x13 cm
PROD292,COMP010,Turbocharger Cartridge v4.2,SKU-AUT-0292-838,Automotive,346.04,238.58,271,117,8.94,107x24x32 cm
PROD293,COMP001,High-Intensity LED Headlight Assembly v8.3,SKU-AUT-0293-969,Automotive,921.24,540.67,211,144,13.61,76x77x5 cm
PROD294,COMP007,High-Power MOSFET Switch v1.4,SKU-ELE-0294-933,Electronics,442.63,225.47,99,135,33.55,38x51x25 cm
PROD295,COMP009,Smart Home Gateway Hub v6.1,SKU-CON-0295-521,Consumer Goods,226.63,114.04,360,70,26.02,88x73x13 cm
PROD296,COMP005,Heavy Duty Conveyor Bearing v9.8,SKU-IND-0296-893,Industrial,1262.57,629.34,245,93,20.95,23x26x42 cm
PROD297,COMP006,Medical Grade Power Supply v7.2,SKU-MED-0297-181,Medical,213.96,148.17,212,94,32.01,82x55x19 cm
PROD298,COMP008,Linear Motion Actuator v9.8,SKU-IND-0298-523,Industrial,301.61,152.63,114,80,29.84,100x15x15 cm
PROD299,COMP003,Pulse Oximeter Sensor Module v2.2,SKU-MED-0299-999,Medical,529.69,408.79,253,41,4.81,84x24x7 cm
PROD300,COMP007,Variable Frequency Drive (VFD) v4.5,SKU-IND-0300-553,Industrial,731.42,537.18,137,27,1.73,50x46x57 cm
PROD301,COMP008,Precision Peristaltic Pump v5.9,SKU-MED-0301-555,Medical,258.38,125.66,326,65,26.65,63x77x29 cm
PROD302,COMP009,Smart Home Gateway Hub v6.8,SKU-CON-0302-652,Consumer Goods,268.83,202.72,207,113,18.64,24x43x2 cm
PROD303,COMP001,Stainless Steel Enclosure Shell v6.5,SKU-CON-0303-580,Consumer Goods,845.11,460.65,301,142,13.59,103x60x53 cm
PROD304,COMP005,High-Efficiency HEPA Air Filter v1.9,SKU-CON-0304-482,Consumer Goods,340.83,170.43,273,121,11.36,96x54x55 cm
PROD305,COMP007,Hydraulic Power Steering Pump v2.7,SKU-AUT-0305-740,Automotive,404.92,213.13,363,89,12.92,100x73x53 cm
PROD306,COMP005,Diagnostic Ultrasound Transducer v2.3,SKU-MED-0306-239,Medical,456.87,255.04,366,135,12.36,84x67x14 cm
PROD307,COMP006,High-Power MOSFET Switch v1.9,SKU-ELE-0307-122,Electronics,224.9,168.22,187,52,32.23,98x6x16 cm
PROD308,COMP002,Heavy-Duty Braking Rotor v8.4,SKU-AUT-0308-450,Automotive,698.97,364.45,305,115,20.95,106x9x23 cm
PROD309,COMP002,Heavy-Duty Braking Rotor v5.7,SKU-AUT-0309-173,Automotive,656.43,467.42,178,117,37.3,20x36x26 cm
PROD310,COMP008,Heavy-Duty Braking Rotor v4.8,SKU-AUT-0310-852,Automotive,1114.33,658.21,156,141,17.6,44x46x12 cm
PROD311,COMP001,Brushless DC Motor Unit v2.5,SKU-CON-0311-592,Consumer Goods,776.52,547.26,76,75,43.8,35x60x22 cm
PROD312,COMP001,Hydraulic Power Steering Pump v2.7,SKU-AUT-0312-908,Automotive,448.06,216.09,347,141,31.03,24x52x51 cm
PROD313,COMP002,Electronic Throttle Body v8.2,SKU-AUT-0313-802,Automotive,1083.11,530.62,370,35,2.83,87x24x46 cm
PROD314,COMP009,High-Power MOSFET Switch v8.4,SKU-ELE-0314-424,Electronics,1602.76,834.65,227,132,33.03,7x53x24 cm
PROD315,COMP003,Hydraulic Cylinder Assembly v8.8,SKU-IND-0315-672,Industrial,477.79,259.32,147,67,24.53,46x64x19 cm
PROD316,COMP010,Stainless Steel Enclosure Shell v2.9,SKU-CON-0316-258,Consumer Goods,756.92,388.86,327,113,20.52,104x69x26 cm
PROD317,COMP003,OLED Display Interface v6.4,SKU-ELE-0317-428,Electronics,1115.3,616.34,325,119,8.67,92x68x51 cm
PROD318,COMP009,Turbocharger Cartridge v5.6,SKU-AUT-0318-519,Automotive,738.15,549.26,317,37,2.11,21x27x57 cm
PROD319,COMP001,Drive Shaft Universal Joint v8.4,SKU-AUT-0319-201,Automotive,70.29,39.15,248,145,23.73,94x80x18 cm
PROD320,COMP001,Variable Frequency Drive (VFD) v2.1,SKU-IND-0320-313,Industrial,1145.37,561.69,90,139,36.08,12x51x37 cm
PROD321,COMP007,Hydraulic Cylinder Assembly v5.9,SKU-IND-0321-141,Industrial,1229.41,627.48,89,75,43.23,17x17x48 cm
PROD322,COMP004,Water Filtration Cartridge v4.4,SKU-CON-0322-638,Consumer Goods,975.89,562.63,141,126,33.61,103x78x24 cm
PROD323,COMP008,Pulse Oximeter Sensor Module v3.3,SKU-MED-0323-663,Medical,536.07,348.8,130,133,42.02,120x45x37 cm
PROD324,COMP006,Pressure Transmitter Gauge v7.6,SKU-IND-0324-723,Industrial,366.94,214.11,242,85,16.3,62x62x27 cm
PROD325,COMP001,Precision Voltage Regulator v1.9,SKU-ELE-0325-238,Electronics,1272.26,844.48,203,76,9.78,45x7x51 cm
PROD326,COMP005,Brushless DC Motor Unit v9.3,SKU-CON-0326-196,Consumer Goods,68.46,44.1,120,87,16.61,79x36x16 cm
PROD327,COMP005,Pneumatic Control Valve v7.4,SKU-IND-0327-851,Industrial,117.75,77.16,297,64,22.05,120x78x54 cm
PROD328,COMP002,Smart Home Gateway Hub v1.7,SKU-CON-0328-180,Consumer Goods,1354.07,665.85,221,109,39.61,60x58x57 cm
PROD329,COMP002,Turbocharger Cartridge v1.7,SKU-AUT-0329-155,Automotive,344.07,267.76,326,58,14.81,94x33x11 cm
PROD330,COMP001,Prosthetic Articulating Joint v9.2,SKU-MED-0330-327,Medical,717.97,374.25,125,53,15.23,65x78x49 cm
PROD331,COMP001,Water Filtration Cartridge v5.2,SKU-CON-0331-508,Consumer Goods,825.64,432.78,116,54,21.72,30x67x27 cm
PROD332,COMP010,ABS Wheel Speed Sensor v9.4,SKU-AUT-0332-348,Automotive,138.49,72.5,215,42,5.2,57x59x25 cm
PROD333,COMP006,Transmission Solenoid Valve v6.1,SKU-AUT-0333-888,Automotive,559.55,267.79,365,133,28.1,61x10x54 cm
PROD334,COMP004,Transmission Solenoid Valve v3.2,SKU-AUT-0334-215,Automotive,920.42,631.9,367,57,39.11,109x41x2 cm
PROD335,COMP006,Precision Voltage Regulator v8.8,SKU-ELE-0335-123,Electronics,545.76,290.45,158,72,24.66,101x38x37 cm
PROD336,COMP008,Stainless Steel Enclosure Shell v1.7,SKU-CON-0336-696,Consumer Goods,1309.51,771.31,180,63,2.85,30x39x5 cm
PROD337,COMP008,FPGA Accelerator Board v7.5,SKU-ELE-0337-778,Electronics,1315.07,726.12,105,24,13.27,118x54x16 cm
PROD338,COMP007,Rechargeable Lithium Battery Pack v6.8,SKU-CON-0338-987,Consumer Goods,679.07,512.58,151,148,43.51,76x7x4 cm
PROD339,COMP004,Smart Home Gateway Hub v6.8,SKU-CON-0339-502,Consumer Goods,804.84,635.93,400,110,16.09,43x35x34 cm
PROD340,COMP005,Precision Voltage Regulator v7.1,SKU-ELE-0340-668,Electronics,1164.05,807.39,224,120,29.61,16x53x35 cm
PROD341,COMP010,High-Intensity LED Headlight Assembly v4.3,SKU-AUT-0341-536,Automotive,1669.85,825.32,218,134,24.47,31x22x39 cm
PROD342,COMP009,Electronic Throttle Body v5.9,SKU-AUT-0342-238,Automotive,753.8,372.68,124,60,14.39,76x73x48 cm
PROD343,COMP002,Transmission Solenoid Valve v3.1,SKU-AUT-0343-883,Automotive,580.3,279.4,260,97,20.02,110x40x11 cm
PROD344,COMP004,High-Power MOSFET Switch v3.1,SKU-ELE-0344-880,Electronics,1487.38,838.24,360,79,26.9,34x8x24 cm
PROD345,COMP002,Surgical Grade Titanium Valve v9.8,SKU-MED-0345-829,Medical,782.66,556.51,248,145,21.4,25x29x16 cm
PROD346,COMP001,Sterile Fluid Delivery Pump v5.7,SKU-MED-0346-327,Medical,1325.55,634.23,154,36,8.09,61x67x46 cm
PROD347,COMP006,Diagnostic Ultrasound Transducer v7.7,SKU-MED-0347-894,Medical,89.12,47.53,244,100,17.83,100x78x40 cm
PROD348,COMP009,Ergonomic Smart Desk Sensor v9.2,SKU-CON-0348-562,Consumer Goods,788.76,395.15,175,121,44.27,10x76x26 cm
PROD349,COMP009,Multi-Layer Ceramic Capacitor Pack v5.8,SKU-ELE-0349-507,Electronics,1436.79,753.18,196,138,7.62,42x11x46 cm
PROD350,COMP009,Air Flow Sensor Module v8.2,SKU-AUT-0350-839,Automotive,605.73,431.8,349,54,17.78,46x62x3 cm
PROD351,COMP003,Medical Grade Power Supply v4.8,SKU-MED-0351-192,Medical,407.92,221.94,133,51,4.24,95x62x42 cm
PROD352,COMP006,LiFePO4 BMS Module v7.9,SKU-ELE-0352-726,Electronics,1269.95,807.92,244,31,34.61,47x77x57 cm
PROD353,COMP003,Electronic Throttle Body v3.1,SKU-AUT-0353-529,Automotive,506.01,270.5,278,93,28.25,20x21x14 cm
PROD354,COMP001,Smart Home Gateway Hub v1.8,SKU-CON-0354-609,Consumer Goods,1247.88,728.91,52,146,10.82,80x65x31 cm
PROD355,COMP007,Pulse Oximeter Sensor Module v1.4,SKU-MED-0355-660,Medical,437.91,245.42,156,32,8.44,12x49x4 cm
PROD356,COMP003,OLED Display Interface v5.6,SKU-ELE-0356-189,Electronics,85.93,53.56,141,61,30.29,83x78x52 cm
PROD357,COMP009,Air Flow Sensor Module v6.1,SKU-AUT-0357-195,Automotive,1000.2,656.13,244,37,34.17,112x75x6 cm
PROD358,COMP005,Surgical Grade Titanium Valve v2.5,SKU-MED-0358-437,Medical,769.81,453.91,157,34,5.05,98x72x7 cm
PROD359,COMP008,Smart Home Gateway Hub v7.6,SKU-CON-0359-365,Consumer Goods,948.38,452.52,231,53,27.7,68x71x48 cm
PROD360,COMP008,Surgical Grade Titanium Valve v4.5,SKU-MED-0360-298,Medical,17.56,13.82,370,50,33.23,31x58x28 cm
PROD361,COMP001,Heavy Duty Conveyor Bearing v9.4,SKU-IND-0361-111,Industrial,1008.28,549.02,180,37,13.95,69x75x22 cm
PROD362,COMP001,Industrial IoT Transceiver v6.7,SKU-ELE-0362-841,Electronics,1010.26,488.97,139,69,14.97,48x66x60 cm
PROD363,COMP008,High-Power MOSFET Switch v8.3,SKU-ELE-0363-742,Electronics,790.74,398.27,221,138,35.31,57x12x55 cm
PROD364,COMP009,Linear Motion Actuator v6.9,SKU-IND-0364-648,Industrial,49.06,28.18,219,110,3.12,24x40x55 cm
PROD365,COMP001,Pressure Transmitter Gauge v9.3,SKU-IND-0365-684,Industrial,732.48,519.76,109,98,31.78,45x9x19 cm
PROD366,COMP007,ARM Cortex Mainboard v4.6,SKU-ELE-0366-562,Electronics,1065.87,707.17,318,97,8.0,52x9x51 cm
PROD367,COMP004,ARM Cortex Mainboard v9.1,SKU-ELE-0367-918,Electronics,698.04,416.73,147,107,41.58,98x72x21 cm
PROD368,COMP006,Drive Shaft Universal Joint v9.3,SKU-AUT-0368-310,Automotive,1015.99,619.33,317,49,0.33,10x16x23 cm
PROD369,COMP008,FPGA Accelerator Board v9.5,SKU-ELE-0369-123,Electronics,751.92,496.21,157,102,9.14,41x40x36 cm
PROD370,COMP006,Pulse Oximeter Sensor Module v5.3,SKU-MED-0370-261,Medical,305.22,241.67,368,46,9.41,49x75x22 cm
PROD371,COMP005,Hydraulic Power Steering Pump v4.3,SKU-AUT-0371-172,Automotive,548.86,273.28,326,133,2.43,8x65x59 cm
PROD372,COMP001,Optocoupler Signal Isolator v1.2,SKU-ELE-0372-536,Electronics,630.0,340.73,353,134,27.79,44x47x54 cm
PROD373,COMP004,Rechargeable Lithium Battery Pack v8.3,SKU-CON-0373-195,Consumer Goods,1408.52,693.26,289,44,20.58,92x64x32 cm
PROD374,COMP004,Electronic Throttle Body v5.6,SKU-AUT-0374-501,Automotive,337.05,166.06,219,103,20.48,8x13x32 cm
PROD375,COMP002,Programmable Logic Controller (PLC) v8.3,SKU-IND-0375-389,Industrial,1156.42,655.65,115,150,4.77,109x18x22 cm
PROD376,COMP009,Precision Voltage Regulator v9.8,SKU-ELE-0376-510,Electronics,736.67,507.07,174,60,43.83,54x13x23 cm
PROD377,COMP004,Water Filtration Cartridge v7.6,SKU-CON-0377-657,Consumer Goods,829.67,593.84,392,39,33.31,96x78x55 cm
PROD378,COMP008,OLED Display Interface v8.6,SKU-ELE-0378-668,Electronics,153.55,94.29,207,123,3.27,18x53x22 cm
PROD379,COMP008,FPGA Accelerator Board v4.3,SKU-ELE-0379-694,Electronics,1377.02,768.98,50,57,29.79,62x73x20 cm
PROD380,COMP007,Ruggedized Product Chassis v8.4,SKU-CON-0380-310,Consumer Goods,886.05,583.27,341,97,41.34,60x49x7 cm
PROD381,COMP010,OLED Display Interface v9.7,SKU-ELE-0381-967,Electronics,179.0,119.33,239,33,0.19,76x50x9 cm
PROD382,COMP005,Multi-Layer Ceramic Capacitor Pack v7.7,SKU-ELE-0382-740,Electronics,439.42,278.93,245,131,24.6,89x27x32 cm
PROD383,COMP003,ABS Wheel Speed Sensor v7.6,SKU-AUT-0383-960,Automotive,541.16,361.93,393,52,6.17,14x7x11 cm
PROD384,COMP008,Surgical Grade Titanium Valve v2.3,SKU-MED-0384-757,Medical,1361.99,687.48,359,128,28.1,63x70x29 cm
PROD385,COMP009,Electrocardiogram Signal Amplifier v6.4,SKU-MED-0385-290,Medical,462.64,368.25,305,80,32.09,39x57x36 cm
PROD386,COMP010,Hydraulic Cylinder Assembly v1.8,SKU-IND-0386-821,Industrial,559.89,321.18,90,56,32.9,72x40x31 cm
PROD387,COMP009,LiFePO4 BMS Module v2.4,SKU-ELE-0387-583,Electronics,980.89,540.68,392,39,30.83,74x79x21 cm
PROD388,COMP010,Industrial IoT Transceiver v9.1,SKU-ELE-0388-580,Electronics,793.41,392.75,343,104,19.03,107x42x20 cm
PROD389,COMP003,OLED Display Interface v5.5,SKU-ELE-0389-162,Electronics,939.57,539.54,343,33,29.59,42x8x20 cm
PROD390,COMP008,High-Power MOSFET Switch v9.2,SKU-ELE-0390-971,Electronics,979.43,668.9,365,91,12.49,37x6x49 cm
PROD391,COMP002,Stainless Steel Enclosure Shell v3.8,SKU-CON-0391-478,Consumer Goods,1014.36,689.07,170,144,8.26,72x9x23 cm
