shipment_item_id,shipment_id,product_id,quantity
SHIPITEM02036,SHIP00679,PROD165,124
SHIPITEM02037,SHIP00679,PROD319,142
SHIPITEM02038,SHIP00679,PROD425,10
SHIPITEM02039,SHIP00679,PROD491,7
SHIPITEM02040,SHIP00680,PROD456,114
SHIPITEM02041,SHIP00680,PROD060,5
SHIPITEM02042,SHIP00680,PROD471,20
SHIPITEM02043,SHIP00681,PROD366,124
SHIPITEM02044,SHIP00682,PROD495,81
SHIPITEM02045,SHIP00682,PROD269,83
SHIPITEM02046,SHIP00682,PROD051,65
SHIPITEM02047,SHIP00682,PROD133,72
SHIPITEM02048,SHIP00683,PROD205,60
SHIPITEM02049,SHIP00683,PROD090,93
SHIPITEM02050,SHIP00683,PROD213,29
SHIPITEM02051,SHIP00684,PROD366,64
SHIPITEM02052,SHIP00684,PROD423,53
SHIPITEM02053,SHIP00684,PROD117,76
SHIPITEM02054,SHIP00684,PROD274,82
SHIPITEM02055,SHIP00684,PROD451,25
SHIPITEM02056,SHIP00685,PROD380,123
SHIPITEM02057,SHIP00685,PROD433,123
SHIPITEM02058,SHIP00685,PROD436,125
SHIPITEM02059,SHIP00685,PROD317,121
SHIPITEM02060,SHIP00685,PROD082,27
SHIPITEM02061,SHIP00686,PROD494,110
SHIPITEM02062,SHIP00686,PROD424,35
SHIPITEM02063,SHIP00686,PROD332,105
SHIPITEM02064,SHIP00687,PROD060,131
SHIPITEM02065,SHIP00687,PROD125,133
SHIPITEM02066,SHIP00687,PROD421,118
SHIPITEM02067,SHIP00688,PROD338,139
SHIPITEM02068,SHIP00688,PROD311,47
SHIPITEM02069,SHIP00688,PROD403,66
SHIPITEM02070,SHIP00688,PROD237,19
SHIPITEM02071,SHIP00688,PROD341,19
SHIPITEM02072,SHIP00688,PROD363,120
SHIPITEM02073,SHIP00689,PROD153,18
SHIPITEM02074,SHIP00689,PROD025,6
SHIPITEM02075,SHIP00689,PROD418,111
SHIPITEM02076,SHIP00690,PROD300,74
SHIPITEM02077,SHIP00690,PROD395,109
SHIPITEM02078,SHIP00691,PROD172,111
SHIPITEM02079,SHIP00691,PROD453,137
SHIPITEM02080,SHIP00691,PROD469,150
SHIPITEM02081,SHIP00691,PROD444,11
SHIPITEM02082,SHIP00691,PROD001,51
SHIPITEM02083,SHIP00692,PROD081,121
SHIPITEM02084,SHIP00692,PROD442,55
SHIPITEM02085,SHIP00692,PROD259,122
SHIPITEM02086,SHIP00692,PROD267,148
SHIPITEM02087,SHIP00692,PROD394,72
SHIPITEM02088,SHIP00693,PROD453,11
SHIPITEM02089,SHIP00693,PROD059,49
SHIPITEM02090,SHIP00694,PROD398,131
SHIPITEM02091,SHIP00694,PROD486,119
SHIPITEM02092,SHIP00694,PROD054,39
SHIPITEM02093,SHIP00695,PROD226,63
SHIPITEM02094,SHIP00695,PROD390,13
SHIPITEM02095,SHIP00696,PROD415,54
SHIPITEM02096,SHIP00696,PROD431,19
SHIPITEM02097,SHIP00697,PROD064,114
SHIPITEM02098,SHIP00697,PROD435,77
SHIPITEM02099,SHIP00697,PROD433,119
SHIPITEM02100,SHIP00697,PROD270,10
SHIPITEM02101,SHIP00698,PROD088,26
SHIPITEM02102,SHIP00698,PROD105,68
SHIPITEM02103,SHIP00699,PROD139,35
SHIPITEM02104,SHIP00699,PROD430,93
SHIPITEM02105,SHIP00699,PROD251,101
SHIPITEM02106,SHIP00700,PROD166,12
SHIPITEM02107,SHIP00700,PROD495,7
SHIPITEM02108,SHIP00701,PROD457,43
SHIPITEM02109,SHIP00701,PROD262,116
SHIPITEM02110,SHIP00702,PROD074,41
SHIPITEM02111,SHIP00702,PROD018,32
SHIPITEM02112,SHIP00703,PROD480,49
SHIPITEM02113,SHIP00704,PROD242,98
SHIPITEM02114,SHIP00704,PROD294,131
SHIPITEM02115,SHIP00705,PROD388,115
SHIPITEM02116,SHIP00705,PROD259,119
SHIPITEM02117,SHIP00706,PROD435,67
SHIPITEM02118,SHIP00706,PROD305,113
SHIPITEM02119,SHIP00706,PROD239,92
SHIPITEM02120,SHIP00707,PROD368,71
SHIPITEM02121,SHIP00707,PROD330,42
SHIPITEM02122,SHIP00708,PROD324,32
SHIPITEM02123,SHIP00708,PROD178,33
SHIPITEM02124,SHIP00709,PROD413,89
SHIPITEM02125,SHIP00709,PROD253,122
SHIPITEM02126,SHIP00709,PROD263,23
SHIPITEM02127,SHIP00709,PROD102,20
SHIPITEM02128,SHIP00709,PROD041,55
SHIPITEM02129,SHIP00709,PROD117,109
SHIPITEM02130,SHIP00710,PROD185,134
SHIPITEM02131,SHIP00710,PROD260,26
SHIPITEM02132,SHIP00711,PROD239,101
SHIPITEM02133,SHIP00712,PROD068,95
SHIPITEM02134,SHIP00713,PROD277,34
SHIPITEM02135,SHIP00713,PROD136,127
SHIPITEM02136,SHIP00713,PROD294,142
SHIPITEM02137,SHIP00713,PROD101,45
SHIPITEM02138,SHIP00714,PROD487,145
SHIPITEM02139,SHIP00714,PROD030,55
SHIPITEM02140,SHIP00715,PROD107,137
SHIPITEM02141,SHIP00715,PROD141,138
SHIPITEM02142,SHIP00715,PROD032,90
SHIPITEM02143,SHIP00715,PROD094,85
SHIPITEM02144,SHIP00716,PROD262,85
SHIPITEM02145,SHIP00716,PROD234,116
SHIPITEM02146,SHIP00716,PROD232,101
SHIPITEM02147,SHIP00716,PROD056,68
SHIPITEM02148,SHIP00716,PROD251,85
SHIPITEM02149,SHIP00717,PROD260,138
SHIPITEM02150,SHIP00717,PROD036,56
SHIPITEM02151,SHIP00717,PROD276,46
SHIPITEM02152,SHIP00717,PROD218,20
SHIPITEM02153,SHIP00718,PROD376,79
SHIPITEM02154,SHIP00718,PROD351,64
SHIPITEM02155,SHIP00718,PROD202,118
SHIPITEM02156,SHIP00718,PROD169,5
SHIPITEM02157,SHIP00718,PROD455,32
SHIPITEM02158,SHIP00719,PROD305,122
SHIPITEM02159,SHIP00719,PROD300,39
SHIPITEM02160,SHIP00719,PROD092,39
SHIPITEM02161,SHIP00719,PROD269,72
SHIPITEM02162,SHIP00720,PROD489,61
SHIPITEM02163,SHIP00720,PROD313,84
SHIPITEM02164,SHIP00720,PROD400,141
SHIPITEM02165,SHIP00720,PROD348,131
SHIPITEM02166,SHIP00721,PROD050,10
SHIPITEM02167,SHIP00721,PROD114,141
SHIPITEM02168,SHIP00721,PROD053,114
SHIPITEM02169,SHIP00722,PROD471,131
SHIPITEM02170,SHIP00722,PROD064,32
SHIPITEM02171,SHIP00722,PROD468,144
SHIPITEM02172,SHIP00722,PROD161,40
SHIPITEM02173,SHIP00722,PROD387,104
SHIPITEM02174,SHIP00723,PROD355,108
SHIPITEM02175,SHIP00723,PROD005,140
SHIPITEM02176,SHIP00724,PROD440,143
SHIPITEM02177,SHIP00724,PROD214,69
SHIPITEM02178,SHIP00724,PROD188,13
SHIPITEM02179,SHIP00725,PROD331,120
SHIPITEM02180,SHIP00725,PROD032,54
SHIPITEM02181,SHIP00725,PROD111,113
SHIPITEM02182,SHIP00725,PROD423,81
SHIPITEM02183,SHIP00725,PROD227,97
SHIPITEM02184,SHIP00725,PROD137,111
SHIPITEM02185,SHIP00726,PROD360,146
SHIPITEM02186,SHIP00726,PROD083,119
SHIPITEM02187,SHIP00726,PROD154,115
SHIPITEM02188,SHIP00727,PROD181,39
SHIPITEM02189,SHIP00727,PROD243,36
SHIPITEM02190,SHIP00727,PROD425,68
SHIPITEM02191,SHIP00727,PROD444,21
SHIPITEM02192,SHIP00728,PROD299,66
SHIPITEM02193,SHIP00728,PROD194,17
SHIPITEM02194,SHIP00728,PROD270,48
SHIPITEM02195,SHIP00729,PROD232,129
SHIPITEM02196,SHIP00729,PROD222,50
SHIPITEM02197,SHIP00730,PROD489,24
SHIPITEM02198,SHIP00730,PROD044,60
SHIPITEM02199,SHIP00730,PROD395,98
SHIPITEM02200,SHIP00731,PROD209,137
SHIPITEM02201,SHIP00731,PROD212,78
SHIPITEM02202,SHIP00732,PROD254,126
SHIPITEM02203,SHIP00732,PROD287,128
SHIPITEM02204,SHIP00732,PROD106,76
SHIPITEM02205,SHIP00732,PROD219,80
SHIPITEM02206,SHIP00733,PROD232,89
SHIPITEM02207,SHIP00733,PROD059,98
SHIPITEM02208,SHIP00733,PROD487,74
SHIPITEM02209,SHIP00734,PROD130,45
SHIPITEM02210,SHIP00734,PROD244,121
SHIPITEM02211,SHIP00735,PROD471,49
SHIPITEM02212,SHIP00735,PROD375,144
SHIPITEM02213,SHIP00736,PROD047,78
SHIPITEM02214,SHIP00736,PROD198,74
SHIPITEM02215,SHIP00736,PROD300,84
SHIPITEM02216,SHIP00736,PROD303,52
SHIPITEM02217,SHIP00736,PROD499,148
SHIPITEM02218,SHIP00737,PROD140,15
SHIPITEM02219,SHIP00737,PROD253,7
SHIPITEM02220,SHIP00738,PROD482,74
SHIPITEM02221,SHIP00739,PROD019,117
SHIPITEM02222,SHIP00740,PROD285,148
SHIPITEM02223,SHIP00740,PROD022,51
SHIPITEM02224,SHIP00740,PROD275,74
SHIPITEM02225,SHIP00740,PROD023,41
SHIPITEM02226,SHIP00740,PROD195,67
SHIPITEM02227,SHIP00741,PROD225,86
SHIPITEM02228,SHIP00741,PROD201,55
SHIPITEM02229,SHIP00741,PROD356,37
SHIPITEM02230,SHIP00741,PROD247,150
SHIPITEM02231,SHIP00741,PROD496,150
SHIPITEM02232,SHIP00742,PROD246,97
SHIPITEM02233,SHIP00742,PROD360,133
SHIPITEM02234,SHIP00742,PROD175,140
SHIPITEM02235,SHIP00742,PROD311,81
SHIPITEM02236,SHIP00742,PROD294,34
SHIPITEM02237,SHIP00742,PROD027,84
SHIPITEM02238,SHIP00743,PROD350,34
SHIPITEM02239,SHIP00743,PROD469,22
SHIPITEM02240,SHIP00743,PROD454,140
SHIPITEM02241,SHIP00744,PROD139,16
SHIPITEM02242,SHIP00744,PROD206,9
SHIPITEM02243,SHIP00744,PROD232,113
SHIPITEM02244,SHIP00745,PROD277,72
SHIPITEM02245,SHIP00746,PROD390,132
SHIPITEM02246,SHIP00746,PROD354,6
SHIPITEM02247,SHIP00746,PROD203,117
SHIPITEM02248,SHIP00746,PROD126,48
SHIPITEM02249,SHIP00747,PROD066,107
SHIPITEM02250,SHIP00747,PROD071,68
SHIPITEM02251,SHIP00747,PROD202,83
SHIPITEM02252,SHIP00747,PROD034,16
SHIPITEM02253,SHIP00748,PROD260,10
SHIPITEM02254,SHIP00748,PROD499,33
SHIPITEM02255,SHIP00748,PROD168,126
SHIPITEM02256,SHIP00749,PROD358,23
SHIPITEM02257,SHIP00749,PROD005,121
SHIPITEM02258,SHIP00750,PROD341,88
SHIPITEM02259,SHIP00750,PROD122,120
SHIPITEM02260,SHIP00751,PROD491,129
SHIPITEM02261,SHIP00751,PROD242,11
SHIPITEM02262,SHIP00751,PROD483,24
SHIPITEM02263,SHIP00752,PROD100,138
SHIPITEM02264,SHIP00752,PROD492,131
SHIPITEM02265,SHIP00753,PROD431,48
SHIPITEM02266,SHIP00753,PROD301,36
SHIPITEM02267,SHIP00754,PROD345,36
SHIPITEM02268,SHIP00755,PROD143,16
SHIPITEM02269,SHIP00755,PROD457,19
SHIPITEM02270,SHIP00755,PROD335,131
SHIPITEM02271,SHIP00756,PROD085,69
SHIPITEM02272,SHIP00756,PROD275,59
SHIPITEM02273,SHIP00756,PROD462,47
SHIPITEM02274,SHIP00757,PROD022,59
SHIPITEM02275,SHIP00757,PROD491,86
SHIPITEM02276,SHIP00757,PROD373,101
SHIPITEM02277,SHIP00758,PROD141,78
SHIPITEM02278,SHIP00758,PROD464,128
SHIPITEM02279,SHIP00758,PROD075,49
SHIPITEM02280,SHIP00759,PROD478,68
SHIPITEM02281,SHIP00759,PROD246,67
SHIPITEM02282,SHIP00759,PROD077,61
SHIPITEM02283,SHIP00759,PROD257,83
SHIPITEM02284,SHIP00760,PROD396,60
SHIPITEM02285,SHIP00760,PROD454,51
SHIPITEM02286,SHIP00760,PROD474,39
SHIPITEM02287,SHIP00761,PROD052,95
SHIPITEM02288,SHIP00761,PROD256,140
SHIPITEM02289,SHIP00761,PROD334,59
SHIPITEM02290,SHIP00762,PROD113,134
SHIPITEM02291,SHIP00762,PROD013,26
SHIPITEM02292,SHIP00762,PROD320,136
SHIPITEM02293,SHIP00762,PROD417,26
SHIPITEM02294,SHIP00762,PROD413,41
SHIPITEM02295,SHIP00763,PROD057,116
SHIPITEM02296,SHIP00763,PROD416,62
SHIPITEM02297,SHIP00763,PROD436,96
SHIPITEM02298,SHIP00763,PROD088,131
SHIPITEM02299,SHIP00764,PROD261,43
SHIPITEM02300,SHIP00764,PROD117,12
SHIPITEM02301,SHIP00765,PROD394,14
SHIPITEM02302,SHIP00765,PROD135,11
SHIPITEM02303,SHIP00765,PROD317,50
SHIPITEM02304,SHIP00765,PROD281,64
SHIPITEM02305,SHIP00766,PROD426,74
SHIPITEM02306,SHIP00766,PROD043,84
SHIPITEM02307,SHIP00766,PROD142,77
SHIPITEM02308,SHIP00766,PROD481,74
SHIPITEM02309,SHIP00766,PROD179,83
SHIPITEM02310,SHIP00766,PROD176,41
SHIPITEM02311,SHIP00767,PROD251,148
SHIPITEM02312,SHIP00767,PROD076,53
SHIPITEM02313,SHIP00767,PROD220,46
SHIPITEM02314,SHIP00768,PROD110,129
SHIPITEM02315,SHIP00768,PROD104,95
SHIPITEM02316,SHIP00769,PROD324,61
SHIPITEM02317,SHIP00769,PROD435,131
SHIPITEM02318,SHIP00769,PROD421,143
SHIPITEM02319,SHIP00769,PROD444,92
SHIPITEM02320,SHIP00770,PROD462,32
SHIPITEM02321,SHIP00770,PROD040,104
SHIPITEM02322,SHIP00771,PROD130,101
SHIPITEM02323,SHIP00771,PROD178,118
SHIPITEM02324,SHIP00771,PROD481,95
SHIPITEM02325,SHIP00771,PROD196,118
SHIPITEM02326,SHIP00772,PROD048,97
SHIPITEM02327,SHIP00773,PROD466,62
SHIPITEM02328,SHIP00773,PROD118,64
SHIPITEM02329,SHIP00773,PROD405,98
SHIPITEM02330,SHIP00774,PROD009,146
SHIPITEM02331,SHIP00774,PROD063,83
SHIPITEM02332,SHIP00774,PROD106,33
SHIPITEM02333,SHIP00774,PROD172,19
SHIPITEM02334,SHIP00775,PROD040,117
SHIPITEM02335,SHIP00775,PROD459,54
SHIPITEM02336,SHIP00775,PROD120,40
SHIPITEM02337,SHIP00776,PROD017,121
SHIPITEM02338,SHIP00776,PROD043,63
SHIPITEM02339,SHIP00776,PROD500,143
SHIPITEM02340,SHIP00776,PROD483,49
SHIPITEM02341,SHIP00777,PROD497,106
SHIPITEM02342,SHIP00777,PROD021,142
SHIPITEM02343,SHIP00777,PROD493,105
SHIPITEM02344,SHIP00777,PROD410,147
SHIPITEM02345,SHIP00778,PROD118,110
SHIPITEM02346,SHIP00778,PROD001,77
SHIPITEM02347,SHIP00778,PROD385,144
SHIPITEM02348,SHIP00778,PROD247,143
SHIPITEM02349,SHIP00778,PROD009,109
SHIPITEM02350,SHIP00779,PROD313,120
SHIPITEM02351,SHIP00779,PROD261,85
SHIPITEM02352,SHIP00779,PROD438,114
SHIPITEM02353,SHIP00780,PROD320,25
SHIPITEM02354,SHIP00780,PROD292,27
SHIPITEM02355,SHIP00780,PROD390,9
SHIPITEM02356,SHIP00780,PROD170,37
SHIPITEM02357,SHIP00781,PROD333,139
SHIPITEM02358,SHIP00781,PROD107,53
SHIPITEM02359,SHIP00782,PROD075,99
SHIPITEM02360,SHIP00782,PROD479,53
SHIPITEM02361,SHIP00782,PROD227,37
SHIPITEM02362,SHIP00783,PROD435,53
SHIPITEM02363,SHIP00783,PROD257,37
SHIPITEM02364,SHIP00783,PROD382,19
SHIPITEM02365,SHIP00783,PROD203,25
SHIPITEM02366,SHIP00784,PROD429,55
SHIPITEM02367,SHIP00784,PROD166,56
SHIPITEM02368,SHIP00784,PROD400,48
SHIPITEM02369,SHIP00785,PROD037,147
SHIPITEM02370,SHIP00785,PROD423,101
SHIPITEM02371,SHIP00785,PROD051,102
SHIPITEM02372,SHIP00785,PROD339,84
SHIPITEM02373,SHIP00786,PROD174,103
SHIPITEM02374,SHIP00786,PROD048,80
SHIPITEM02375,SHIP00787,PROD409,42
SHIPITEM02376,SHIP00787,PROD171,54
SHIPITEM02377,SHIP00787,PROD310,111
SHIPITEM02378,SHIP00787,PROD448,100
SHIPITEM02379,SHIP00788,PROD078,9
SHIPITEM02380,SHIP00788,PROD222,18
SHIPITEM02381,SHIP00789,PROD002,52
SHIPITEM02382,SHIP00789,PROD102,46
SHIPITEM02383,SHIP00790,PROD259,141
SHIPITEM02384,SHIP00790,PROD396,83
SHIPITEM02385,SHIP00790,PROD441,53
SHIPITEM02386,SHIP00791,PROD137,35
SHIPITEM02387,SHIP00791,PROD318,10
SHIPITEM02388,SHIP00791,PROD236,98
SHIPITEM02389,SHIP00791,PROD126,59
SHIPITEM02390,SHIP00792,PROD052,46
SHIPITEM02391,SHIP00793,PROD140,133
SHIPITEM02392,SHIP00793,PROD083,42
SHIPITEM02393,SHIP00794,PROD018,10
SHIPITEM02394,SHIP00794,PROD392,130
SHIPITEM02395,SHIP00794,PROD044,42
SHIPITEM02396,SHIP00795,PROD324,141
SHIPITEM02397,SHIP00795,PROD486,48
SHIPITEM02398,SHIP00795,PROD106,22
SHIPITEM02399,SHIP00795,PROD365,37
SHIPITEM02400,SHIP00796,PROD050,111
SHIPITEM02401,SHIP00796,PROD496,17
SHIPITEM02402,SHIP00796,PROD186,130
SHIPITEM02403,SHIP00796,PROD388,136
SHIPITEM02404,SHIP00796,PROD051,82
SHIPITEM02405,SHIP00796,PROD003,149
SHIPITEM02406,SHIP00797,PROD328,13
SHIPITEM02407,SHIP00797,PROD080,117
SHIPITEM02408,SHIP00798,PROD208,114
SHIPITEM02409,SHIP00799,PROD026,84
SHIPITEM02410,SHIP00799,PROD309,90
SHIPITEM02411,SHIP00800,PROD069,59
SHIPITEM02412,SHIP00801,PROD243,128
SHIPITEM02413,SHIP00801,PROD041,50
SHIPITEM02414,SHIP00801,PROD133,93
SHIPITEM02415,SHIP00802,PROD079,63
SHIPITEM02416,SHIP00802,PROD101,37
SHIPITEM02417,SHIP00803,PROD298,84
SHIPITEM02418,SHIP00803,PROD340,71
SHIPITEM02419,SHIP00803,PROD140,136
SHIPITEM02420,SHIP00803,PROD465,61
SHIPITEM02421,SHIP00804,PROD298,59
SHIPITEM02422,SHIP00804,PROD450,111
SHIPITEM02423,SHIP00804,PROD436,7
SHIPITEM02424,SHIP00805,PROD224,103
SHIPITEM02425,SHIP00805,PROD366,62
SHIPITEM02426,SHIP00805,PROD263,12
SHIPITEM02427,SHIP00805,PROD243,129
SHIPITEM02428,SHIP00805,PROD485,56
SHIPITEM02429,SHIP00806,PROD191,71
SHIPITEM02430,SHIP00806,PROD280,140
SHIPITEM02431,SHIP00807,PROD228,31
SHIPITEM02432,SHIP00807,PROD423,59
SHIPITEM02433,SHIP00807,PROD017,136
SHIPITEM02434,SHIP00808,PROD074,87
SHIPITEM02435,SHIP00808,PROD292,118
SHIPITEM02436,SHIP00809,PROD107,64
SHIPITEM02437,SHIP00809,PROD478,91
SHIPITEM02438,SHIP00810,PROD443,38
SHIPITEM02439,SHIP00810,PROD073,63
SHIPITEM02440,SHIP00810,PROD337,79
SHIPITEM02441,SHIP00811,PROD155,24
SHIPITEM02442,SHIP00812,PROD073,54
SHIPITEM02443,SHIP00813,PROD402,120
SHIPITEM02444,SHIP00813,PROD173,112
SHIPITEM02445,SHIP00813,PROD387,8
SHIPITEM02446,SHIP00813,PROD225,108
SHIPITEM02447,SHIP00814,PROD064,71
SHIPITEM02448,SHIP00814,PROD249,65
SHIPITEM02449,SHIP00815,PROD160,142
SHIPITEM02450,SHIP00815,PROD121,136
SHIPITEM02451,SHIP00815,PROD316,149
SHIPITEM02452,SHIP00816,PROD128,30
SHIPITEM02453,SHIP00817,PROD222,43
SHIPITEM02454,SHIP00817,PROD485,105
SHIPITEM02455,SHIP00817,PROD265,147
SHIPITEM02456,SHIP00817,PROD006,126
SHIPITEM02457,SHIP00817,PROD393,79
SHIPITEM02458,SHIP00818,PROD321,113
SHIPITEM02459,SHIP00818,PROD053,114
SHIPITEM02460,SHIP00818,PROD229,34
SHIPITEM02461,SHIP00819,PROD283,121
SHIPITEM02462,SHIP00819,PROD167,101
SHIPITEM02463,SHIP00819,PROD403,113
SHIPITEM02464,SHIP00819,PROD354,82
SHIPITEM02465,SHIP00820,PROD189,15
SHIPITEM02466,SHIP00820,PROD307,51
SHIPITEM02467,SHIP00820,PROD347,145
SHIPITEM02468,SHIP00820,PROD457,45
SHIPITEM02469,SHIP00820,PROD327,126
SHIPITEM02470,SHIP00821,PROD315,76
SHIPITEM02471,SHIP00821,PROD500,144
SHIPITEM02472,SHIP00821,PROD386,51
SHIPITEM02473,SHIP00822,PROD195,80
SHIPITEM02474,SHIP00822,PROD125,80
SHIPITEM02475,SHIP00823,PROD021,32
SHIPITEM02476,SHIP00823,PROD025,54
SHIPITEM02477,SHIP00824,PROD186,138
SHIPITEM02478,SHIP00824,PROD475,24
SHIPITEM02479,SHIP00824,PROD461,65
SHIPITEM02480,SHIP00824,PROD443,129
SHIPITEM02481,SHIP00824,PROD082,38
SHIPITEM02482,SHIP00825,PROD215,85
SHIPITEM02483,SHIP00825,PROD383,45
SHIPITEM02484,SHIP00825,PROD188,22
SHIPITEM02485,SHIP00825,PROD117,131
SHIPITEM02486,SHIP00826,PROD435,39
SHIPITEM02487,SHIP00826,PROD423,101
SHIPITEM02488,SHIP00826,PROD244,131
SHIPITEM02489,SHIP00827,PROD414,17
SHIPITEM02490,SHIP00827,PROD436,54
SHIPITEM02491,SHIP00827,PROD025,14
SHIPITEM02492,SHIP00827,PROD075,73
SHIPITEM02493,SHIP00828,PROD290,12
SHIPITEM02494,SHIP00828,PROD431,28
SHIPITEM02495,SHIP00828,PROD010,38
SHIPITEM02496,SHIP00829,PROD093,144
SHIPITEM02497,SHIP00829,PROD127,84
SHIPITEM02498,SHIP00829,PROD258,20
SHIPITEM02499,SHIP00830,PROD174,114
SHIPITEM02500,SHIP00830,PROD006,46
SHIPITEM02501,SHIP00831,PROD197,141
SHIPITEM02502,SHIP00831,PROD103,98
SHIPITEM02503,SHIP00831,PROD037,77
SHIPITEM02504,SHIP00831,PROD306,75
SHIPITEM02505,SHIP00832,PROD231,102
SHIPITEM02506,SHIP00832,PROD457,74
SHIPITEM02507,SHIP00832,PROD374,115
SHIPITEM02508,SHIP00833,PROD446,112
SHIPITEM02509,SHIP00833,PROD500,87
SHIPITEM02510,SHIP00833,PROD397,21
SHIPITEM02511,SHIP00834,PROD164,69
SHIPITEM02512,SHIP00834,PROD446,126
SHIPITEM02513,SHIP00834,PROD445,55
SHIPITEM02514,SHIP00835,PROD333,21
SHIPITEM02515,SHIP00836,PROD121,120
SHIPITEM02516,SHIP00836,PROD285,117
SHIPITEM02517,SHIP00837,PROD409,6
SHIPITEM02518,SHIP00837,PROD031,150
SHIPITEM02519,SHIP00837,PROD393,140
SHIPITEM02520,SHIP00837,PROD014,92
SHIPITEM02521,SHIP00838,PROD327,92
SHIPITEM02522,SHIP00838,PROD306,126
SHIPITEM02523,SHIP00838,PROD106,107
SHIPITEM02524,SHIP00839,PROD060,81
SHIPITEM02525,SHIP00839,PROD096,54
SHIPITEM02526,SHIP00839,PROD100,59
SHIPITEM02527,SHIP00839,PROD455,115
SHIPITEM02528,SHIP00839,PROD166,16
SHIPITEM02529,SHIP00840,PROD253,19
SHIPITEM02530,SHIP00840,PROD212,38
SHIPITEM02531,SHIP00841,PROD229,106
SHIPITEM02532,SHIP00841,PROD127,112
SHIPITEM02533,SHIP00841,PROD241,142
SHIPITEM02534,SHIP00841,PROD122,16
SHIPITEM02535,SHIP00842,PROD227,116
SHIPITEM02536,SHIP00843,PROD138,103
SHIPITEM02537,SHIP00843,PROD460,115
SHIPITEM02538,SHIP00844,PROD389,65
SHIPITEM02539,SHIP00845,PROD294,22
SHIPITEM02540,SHIP00845,PROD097,104
SHIPITEM02541,SHIP00845,PROD141,26
SHIPITEM02542,SHIP00845,PROD138,98
SHIPITEM02543,SHIP00845,PROD314,16
SHIPITEM02544,SHIP00845,PROD364,52
SHIPITEM02545,SHIP00846,PROD288,111
SHIPITEM02546,SHIP00846,PROD452,49
SHIPITEM02547,SHIP00846,PROD078,40
SHIPITEM02548,SHIP00847,PROD455,32
SHIPITEM02549,SHIP00847,PROD156,71
SHIPITEM02550,SHIP00848,PROD325,14
SHIPITEM02551,SHIP00848,PROD488,116
SHIPITEM02552,SHIP00849,PROD137,8
SHIPITEM02553,SHIP00850,PROD467,111
SHIPITEM02554,SHIP00851,PROD128,79
SHIPITEM02555,SHIP00851,PROD194,87
SHIPITEM02556,SHIP00851,PROD103,49
SHIPITEM02557,SHIP00852,PROD092,70
SHIPITEM02558,SHIP00852,PROD380,76
SHIPITEM02559,SHIP00852,PROD389,73
SHIPITEM02560,SHIP00852,PROD198,100
SHIPITEM02561,SHIP00853,PROD300,111
SHIPITEM02562,SHIP00853,PROD499,29
SHIPITEM02563,SHIP00853,PROD140,89
SHIPITEM02564,SHIP00854,PROD283,88
SHIPITEM02565,SHIP00854,PROD059,32
SHIPITEM02566,SHIP00855,PROD385,69
SHIPITEM02567,SHIP00855,PROD010,29
SHIPITEM02568,SHIP00855,PROD323,117
SHIPITEM02569,SHIP00855,PROD250,12
SHIPITEM02570,SHIP00855,PROD354,113
SHIPITEM02571,SHIP00856,PROD072,117
SHIPITEM02572,SHIP00856,PROD177,20
SHIPITEM02573,SHIP00857,PROD370,72
SHIPITEM02574,SHIP00857,PROD085,145
SHIPITEM02575,SHIP00857,PROD487,117
SHIPITEM02576,SHIP00857,PROD076,22
SHIPITEM02577,SHIP00858,PROD179,89
SHIPITEM02578,SHIP00858,PROD312,13
SHIPITEM02579,SHIP00858,PROD201,9
SHIPITEM02580,SHIP00859,PROD432,150
SHIPITEM02581,SHIP00859,PROD058,120
SHIPITEM02582,SHIP00859,PROD348,119
SHIPITEM02583,SHIP00860,PROD408,84
SHIPITEM02584,SHIP00860,PROD331,147
SHIPITEM02585,SHIP00860,PROD228,109
SHIPITEM02586,SHIP00860,PROD004,12
SHIPITEM02587,SHIP00861,PROD073,110
SHIPITEM02588,SHIP00861,PROD159,39
SHIPITEM02589,SHIP00861,PROD224,90
SHIPITEM02590,SHIP00862,PROD073,22
SHIPITEM02591,SHIP00862,PROD434,113
SHIPITEM02592,SHIP00862,PROD191,39
SHIPITEM02593,SHIP00863,PROD196,75
SHIPITEM02594,SHIP00863,PROD465,50
SHIPITEM02595,SHIP00863,PROD056,43
SHIPITEM02596,SHIP00863,PROD403,139
SHIPITEM02597,SHIP00864,PROD147,36
SHIPITEM02598,SHIP00864,PROD197,58
SHIPITEM02599,SHIP00864,PROD301,113
SHIPITEM02600,SHIP00864,PROD250,140
SHIPITEM02601,SHIP00864,PROD267,23
SHIPITEM02602,SHIP00864,PROD177,75
SHIPITEM02603,SHIP00865,PROD141,101
SHIPITEM02604,SHIP00865,PROD137,64
SHIPITEM02605,SHIP00865,PROD376,91
SHIPITEM02606,SHIP00866,PROD382,39
SHIPITEM02607,SHIP00866,PROD327,120
SHIPITEM02608,SHIP00867,PROD229,73
SHIPITEM02609,SHIP00867,PROD053,36
SHIPITEM02610,SHIP00868,PROD021,138
SHIPITEM02611,SHIP00868,PROD500,133
SHIPITEM02612,SHIP00868,PROD178,133
SHIPITEM02613,SHIP00869,PROD325,48
SHIPITEM02614,SHIP00869,PROD324,101
SHIPITEM02615,SHIP00869,PROD370,58
SHIPITEM02616,SHIP00869,PROD475,28
SHIPITEM02617,SHIP00870,PROD131,136
