so_item_id,sales_order_id,product_id,quantity,selling_price
SOITEM01830,SO00614,PROD325,125,1272.26
SOITEM01831,SO00614,PROD151,134,179.05
SOITEM01832,SO00615,PROD462,75,334.33
SOITEM01833,SO00615,PROD122,125,1102.95
SOITEM01834,SO00615,PROD057,6,1187.66
SOITEM01835,SO00615,PROD371,28,548.86
SOITEM01836,SO00615,PROD445,42,910.8
SOITEM01837,SO00616,PROD463,37,606.23
SOITEM01838,SO00616,PROD362,108,1010.26
SOITEM01839,SO00616,PROD360,104,17.56
SOITEM01840,SO00616,PROD465,46,945.03
SOITEM01841,SO00616,PROD081,64,746.49
SOITEM01842,SO00617,PROD149,41,175.78
SOITEM01843,SO00618,PROD224,133,67.1
SOITEM01844,SO00618,PROD118,105,405.84
SOITEM01845,SO00618,PROD016,38,1166.68
SOITEM01846,SO00618,PROD076,133,182.76
SOITEM01847,SO00619,PROD062,138,364.93
SOITEM01848,SO00619,PROD302,144,268.83
SOITEM01849,SO00619,PROD201,89,258.6
SOITEM01850,SO00619,PROD353,54,506.01
SOITEM01851,SO00620,PROD179,114,587.83
SOITEM01852,SO00620,PROD475,68,622.41
SOITEM01853,SO00620,PROD259,132,1293.76
SOITEM01854,SO00620,PROD096,77,1145.68
SOITEM01855,SO00621,PROD272,81,659.27
SOITEM01856,SO00621,PROD462,89,334.33
SOITEM01857,SO00621,PROD073,36,800.29
SOITEM01858,SO00622,PROD371,150,548.86
SOITEM01859,SO00622,PROD111,35,1295.51
SOITEM01860,SO00622,PROD110,130,930.88
SOITEM01861,SO00623,PROD266,62,1288.39
SOITEM01862,SO00623,PROD081,51,746.49
SOITEM01863,SO00623,PROD330,122,717.97
SOITEM01864,SO00624,PROD242,100,651.23
SOITEM01865,SO00624,PROD026,86,693.39
SOITEM01866,SO00625,PROD475,129,622.41
SOITEM01867,SO00625,PROD172,87,415.49
SOITEM01868,SO00625,PROD353,95,506.01
SOITEM01869,SO00625,PROD153,54,1158.97
SOITEM01870,SO00626,PROD216,15,202.05
SOITEM01871,SO00626,PROD428,127,1043.62
SOITEM01872,SO00627,PROD329,35,344.07
SOITEM01873,SO00627,PROD154,76,1628.8
SOITEM01874,SO00628,PROD242,146,651.23
SOITEM01875,SO00628,PROD419,122,462.74
SOITEM01876,SO00629,PROD183,7,1162.93
SOITEM01877,SO00629,PROD379,5,1377.02
SOITEM01878,SO00629,PROD105,75,454.18
SOITEM01879,SO00629,PROD353,85,506.01
SOITEM01880,SO00629,PROD196,82,967.84
SOITEM01881,SO00630,PROD255,99,91.9
SOITEM01882,SO00630,PROD442,63,1012.49
SOITEM01883,SO00631,PROD463,93,606.23
SOITEM01884,SO00631,PROD204,56,134.39
SOITEM01885,SO00632,PROD292,35,346.04
SOITEM01886,SO00632,PROD487,46,541.19
SOITEM01887,SO00632,PROD244,45,128.7
SOITEM01888,SO00633,PROD149,66,175.78
SOITEM01889,SO00633,PROD333,111,559.55
SOITEM01890,SO00633,PROD455,46,1079.54
SOITEM01891,SO00633,PROD327,16,117.75
SOITEM01892,SO00634,PROD368,65,1015.99
SOITEM01893,SO00634,PROD413,84,887.22
SOITEM01894,SO00634,PROD262,18,87.94
SOITEM01895,SO00634,PROD192,39,1361.16
SOITEM01896,SO00635,PROD473,125,352.49
SOITEM01897,SO00635,PROD295,10,226.63
SOITEM01898,SO00635,PROD182,116,345.97
SOITEM01899,SO00635,PROD121,71,953.07
SOITEM01900,SO00635,PROD260,13,685.07
SOITEM01901,SO00636,PROD284,105,1138.02
SOITEM01902,SO00636,PROD295,132,226.63
SOITEM01903,SO00637,PROD464,37,1205.08
SOITEM01904,SO00637,PROD252,72,1563.98
SOITEM01905,SO00637,PROD195,106,740.95
SOITEM01906,SO00637,PROD312,22,448.06
SOITEM01907,SO00638,PROD308,67,698.97
SOITEM01908,SO00639,PROD342,129,753.8
SOITEM01909,SO00639,PROD154,77,1628.8
SOITEM01910,SO00640,PROD053,8,626.38
SOITEM01911,SO00640,PROD171,109,1035.14
SOITEM01912,SO00640,PROD300,20,731.42
SOITEM01913,SO00640,PROD140,67,949.14
SOITEM01914,SO00641,PROD006,97,1039.67
SOITEM01915,SO00641,PROD457,15,1199.55
SOITEM01916,SO00641,PROD198,19,220.57
SOITEM01917,SO00641,PROD039,30,455.23
SOITEM01918,SO00641,PROD010,129,158.98
SOITEM01919,SO00641,PROD337,31,1315.07
SOITEM01920,SO00642,PROD226,29,551.23
SOITEM01921,SO00642,PROD077,123,862.64
SOITEM01922,SO00642,PROD285,128,653.85
SOITEM01923,SO00642,PROD454,72,72.36
SOITEM01924,SO00643,PROD160,118,746.32
SOITEM01925,SO00643,PROD243,98,1157.77
SOITEM01926,SO00644,PROD378,79,153.55
SOITEM01927,SO00644,PROD440,87,754.74
SOITEM01928,SO00645,PROD154,59,1628.8
SOITEM01929,SO00646,PROD067,123,1491.41
SOITEM01930,SO00646,PROD267,5,693.98
SOITEM01931,SO00646,PROD274,15,356.83
SOITEM01932,SO00646,PROD121,121,953.07
SOITEM01933,SO00646,PROD198,69,220.57
SOITEM01934,SO00646,PROD433,31,938.56
SOITEM01935,SO00647,PROD283,146,922.05
SOITEM01936,SO00647,PROD402,130,456.95
SOITEM01937,SO00647,PROD071,95,915.07
SOITEM01938,SO00648,PROD278,122,364.44
SOITEM01939,SO00648,PROD280,52,1166.65
SOITEM01940,SO00649,PROD352,126,1269.95
SOITEM01941,SO00649,PROD225,145,1254.65
SOITEM01942,SO00649,PROD175,109,365.38
SOITEM01943,SO00649,PROD356,29,85.93
SOITEM01944,SO00649,PROD474,102,828.38
SOITEM01945,SO00649,PROD178,86,251.85
SOITEM01946,SO00650,PROD410,6,97.05
SOITEM01947,SO00650,PROD101,14,579.34
SOITEM01948,SO00650,PROD428,57,1043.62
SOITEM01949,SO00651,PROD150,50,1019.28
SOITEM01950,SO00651,PROD206,10,1118.26
SOITEM01951,SO00652,PROD316,133,756.92
SOITEM01952,SO00653,PROD322,26,975.89
SOITEM01953,SO00653,PROD157,12,122.44
SOITEM01954,SO00653,PROD366,51,1065.87
SOITEM01955,SO00654,PROD207,6,764.66
SOITEM01956,SO00654,PROD104,50,517.35
SOITEM01957,SO00654,PROD370,116,305.22
SOITEM01958,SO00654,PROD385,84,462.64
SOITEM01959,SO00654,PROD262,44,87.94
SOITEM01960,SO00655,PROD119,32,106.06
SOITEM01961,SO00655,PROD039,46,455.23
SOITEM01962,SO00655,PROD178,48,251.85
SOITEM01963,SO00656,PROD359,52,948.38
SOITEM01964,SO00656,PROD402,93,456.95
SOITEM01965,SO00656,PROD227,124,977.2
SOITEM01966,SO00656,PROD237,140,1026.87
SOITEM01967,SO00656,PROD090,55,604.66
SOITEM01968,SO00657,PROD055,88,615.27
SOITEM01969,SO00657,PROD066,61,147.63
SOITEM01970,SO00657,PROD114,43,272.02
SOITEM01971,SO00657,PROD009,88,446.24
SOITEM01972,SO00658,PROD326,143,68.46
SOITEM01973,SO00658,PROD046,32,646.5
SOITEM01974,SO00659,PROD246,139,1511.76
SOITEM01975,SO00659,PROD109,148,294.07
SOITEM01976,SO00659,PROD269,20,952.08
SOITEM01977,SO00660,PROD045,55,157.89
SOITEM01978,SO00660,PROD070,111,401.23
SOITEM01979,SO00660,PROD136,94,486.56
SOITEM01980,SO00660,PROD321,37,1229.41
SOITEM01981,SO00661,PROD017,50,704.27
SOITEM01982,SO00661,PROD227,17,977.2
SOITEM01983,SO00661,PROD411,94,1278.66
SOITEM01984,SO00661,PROD328,18,1354.07
SOITEM01985,SO00661,PROD140,13,949.14
SOITEM01986,SO00661,PROD171,25,1035.14
SOITEM01987,SO00662,PROD165,135,668.55
SOITEM01988,SO00662,PROD259,100,1293.76
SOITEM01989,SO00662,PROD015,36,351.11
SOITEM01990,SO00663,PROD012,32,1613.13
SOITEM01991,SO00663,PROD341,47,1669.85
SOITEM01992,SO00663,PROD359,46,948.38
SOITEM01993,SO00663,PROD156,92,862.99
SOITEM01994,SO00664,PROD464,121,1205.08
SOITEM01995,SO00664,PROD258,89,461.24
SOITEM01996,SO00665,PROD240,15,1692.13
SOITEM01997,SO00666,PROD127,7,160.45
SOITEM01998,SO00666,PROD286,117,1182.9
SOITEM01999,SO00667,PROD489,32,924.46
SOITEM02000,SO00667,PROD124,28,658.32
SOITEM02001,SO00667,PROD253,13,874.11
SOITEM02002,SO00667,PROD467,75,642.67
SOITEM02003,SO00667,PROD458,99,671.32
SOITEM02004,SO00668,PROD361,133,1008.28
SOITEM02005,SO00668,PROD276,35,254.24
SOITEM02006,SO00669,PROD022,149,225.56
SOITEM02007,SO00670,PROD371,66,548.86
SOITEM02008,SO00671,PROD240,111,1692.13
SOITEM02009,SO00671,PROD172,52,415.49
SOITEM02010,SO00671,PROD449,82,1451.26
SOITEM02011,SO00671,PROD117,126,276.44
SOITEM02012,SO00672,PROD094,63,248.06
SOITEM02013,SO00672,PROD392,54,1608.86
SOITEM02014,SO00673,PROD173,22,45.46
SOITEM02015,SO00673,PROD007,128,139.72
SOITEM02016,SO00673,PROD413,145,887.22
SOITEM02017,SO00673,PROD397,54,72.85
SOITEM02018,SO00674,PROD194,74,956.58
SOITEM02019,SO00674,PROD477,13,1211.96
SOITEM02020,SO00675,PROD482,23,261.56
SOITEM02021,SO00675,PROD170,30,1202.0
SOITEM02022,SO00675,PROD260,144,685.07
SOITEM02023,SO00675,PROD283,100,922.05
SOITEM02024,SO00676,PROD012,120,1613.13
SOITEM02025,SO00676,PROD227,97,977.2
SOITEM02026,SO00676,PROD432,125,690.84
SOITEM02027,SO00677,PROD467,23,642.67
SOITEM02028,SO00677,PROD237,19,1026.87
SOITEM02029,SO00678,PROD485,68,1226.75
SOITEM02030,SO00678,PROD018,10,671.51
SOITEM02031,SO00678,PROD146,126,561.24
SOITEM02032,SO00678,PROD089,57,708.42
SOITEM02033,SO00678,PROD399,94,194.51
SOITEM02034,SO00678,PROD390,64,979.43
SOITEM02035,SO00678,PROD017,148,704.27
SOITEM02036,SO00679,PROD165,124,668.55
SOITEM02037,SO00679,PROD319,142,70.29
SOITEM02038,SO00679,PROD425,10,237.61
SOITEM02039,SO00679,PROD491,7,136.1
SOITEM02040,SO00680,PROD456,114,653.87
SOITEM02041,SO00680,PROD060,5,670.1
SOITEM02042,SO00680,PROD471,20,434.22
SOITEM02043,SO00681,PROD366,124,1065.87
SOITEM02044,SO00682,PROD495,81,114.6
SOITEM02045,SO00682,PROD269,83,952.08
SOITEM02046,SO00682,PROD051,65,643.38
SOITEM02047,SO00682,PROD133,72,593.57
SOITEM02048,SO00683,PROD205,60,383.51
SOITEM02049,SO00683,PROD090,93,604.66
SOITEM02050,SO00683,PROD213,29,915.33
SOITEM02051,SO00684,PROD366,64,1065.87
SOITEM02052,SO00684,PROD423,53,1272.27
SOITEM02053,SO00684,PROD117,76,276.44
SOITEM02054,SO00684,PROD274,82,356.83
SOITEM02055,SO00684,PROD451,25,1215.34
SOITEM02056,SO00685,PROD380,123,886.05
SOITEM02057,SO00685,PROD433,123,938.56
SOITEM02058,SO00685,PROD436,125,618.73
SOITEM02059,SO00685,PROD317,121,1115.3
SOITEM02060,SO00685,PROD082,27,1118.92
SOITEM02061,SO00686,PROD494,110,806.62
SOITEM02062,SO00686,PROD424,35,446.5
SOITEM02063,SO00686,PROD332,105,138.49
SOITEM02064,SO00687,PROD060,131,670.1
SOITEM02065,SO00687,PROD125,133,791.95
SOITEM02066,SO00687,PROD421,118,1053.38
SOITEM02067,SO00688,PROD338,139,679.07
SOITEM02068,SO00688,PROD311,47,776.52
SOITEM02069,SO00688,PROD403,66,964.43
SOITEM02070,SO00688,PROD237,19,1026.87
SOITEM02071,SO00688,PROD341,19,1669.85
SOITEM02072,SO00688,PROD363,120,790.74
SOITEM02073,SO00689,PROD153,18,1158.97
SOITEM02074,SO00689,PROD025,6,389.26
SOITEM02075,SO00689,PROD418,111,651.35
SOITEM02076,SO00690,PROD300,74,731.42
SOITEM02077,SO00690,PROD395,109,314.97
SOITEM02078,SO00691,PROD172,111,415.49
SOITEM02079,SO00691,PROD453,137,159.85
SOITEM02080,SO00691,PROD469,150,1205.87
SOITEM02081,SO00691,PROD444,11,692.28
SOITEM02082,SO00691,PROD001,51,1065.76
SOITEM02083,SO00692,PROD081,121,746.49
SOITEM02084,SO00692,PROD442,55,1012.49
SOITEM02085,SO00692,PROD259,122,1293.76
SOITEM02086,SO00692,PROD267,148,693.98
SOITEM02087,SO00692,PROD394,72,1287.33
SOITEM02088,SO00693,PROD453,11,159.85
SOITEM02089,SO00693,PROD059,49,745.03
SOITEM02090,SO00694,PROD398,131,1174.48
SOITEM02091,SO00694,PROD486,119,81.21
SOITEM02092,SO00694,PROD054,39,1320.94
SOITEM02093,SO00695,PROD226,63,551.23
SOITEM02094,SO00695,PROD390,13,979.43
SOITEM02095,SO00696,PROD415,54,291.45
SOITEM02096,SO00696,PROD431,19,448.84
SOITEM02097,SO00697,PROD064,114,1297.35
SOITEM02098,SO00697,PROD435,77,1222.59
SOITEM02099,SO00697,PROD433,119,938.56
SOITEM02100,SO00697,PROD270,10,155.77
SOITEM02101,SO00698,PROD088,26,1348.83
SOITEM02102,SO00698,PROD105,68,454.18
SOITEM02103,SO00699,PROD139,35,241.64
SOITEM02104,SO00699,PROD430,93,1060.12
SOITEM02105,SO00699,PROD251,101,1241.42
SOITEM02106,SO00700,PROD166,12,590.1
SOITEM02107,SO00700,PROD495,7,114.6
SOITEM02108,SO00701,PROD457,43,1199.55
SOITEM02109,SO00701,PROD262,116,87.94
SOITEM02110,SO00702,PROD074,41,1276.05
SOITEM02111,SO00702,PROD018,32,671.51
SOITEM02112,SO00703,PROD480,49,967.75
SOITEM02113,SO00704,PROD242,98,651.23
SOITEM02114,SO00704,PROD294,131,442.63
SOITEM02115,SO00705,PROD388,115,793.41
SOITEM02116,SO00705,PROD259,119,1293.76
SOITEM02117,SO00706,PROD435,67,1222.59
SOITEM02118,SO00706,PROD305,113,404.92
SOITEM02119,SO00706,PROD239,92,694.49
SOITEM02120,SO00707,PROD368,71,1015.99
SOITEM02121,SO00707,PROD330,42,717.97
SOITEM02122,SO00708,PROD324,32,366.94
SOITEM02123,SO00708,PROD178,33,251.85
SOITEM02124,SO00709,PROD413,89,887.22
SOITEM02125,SO00709,PROD253,122,874.11
SOITEM02126,SO00709,PROD263,23,963.97
SOITEM02127,SO00709,PROD102,20,1028.11
SOITEM02128,SO00709,PROD041,55,1345.28
SOITEM02129,SO00709,PROD117,109,276.44
SOITEM02130,SO00710,PROD185,134,78.88
SOITEM02131,SO00710,PROD260,26,685.07
SOITEM02132,SO00711,PROD239,101,694.49
SOITEM02133,SO00712,PROD068,95,1350.64
SOITEM02134,SO00713,PROD277,34,1103.6
SOITEM02135,SO00713,PROD136,127,486.56
SOITEM02136,SO00713,PROD294,142,442.63
SOITEM02137,SO00713,PROD101,45,579.34
SOITEM02138,SO00714,PROD487,145,541.19
SOITEM02139,SO00714,PROD030,55,144.7
SOITEM02140,SO00715,PROD107,137,760.64
SOITEM02141,SO00715,PROD141,138,1138.72
SOITEM02142,SO00715,PROD032,90,445.25
SOITEM02143,SO00715,PROD094,85,248.06
SOITEM02144,SO00716,PROD262,85,87.94
SOITEM02145,SO00716,PROD234,116,929.92
SOITEM02146,SO00716,PROD232,101,224.33
SOITEM02147,SO00716,PROD056,68,904.05
SOITEM02148,SO00716,PROD251,85,1241.42
SOITEM02149,SO00717,PROD260,138,685.07
SOITEM02150,SO00717,PROD036,56,685.85
SOITEM02151,SO00717,PROD276,46,254.24
SOITEM02152,SO00717,PROD218,20,1120.53
SOITEM02153,SO00718,PROD376,79,736.67
SOITEM02154,SO00718,PROD351,64,407.92
SOITEM02155,SO00718,PROD202,118,976.76
SOITEM02156,SO00718,PROD169,5,916.57
SOITEM02157,SO00718,PROD455,32,1079.54
SOITEM02158,SO00719,PROD305,122,404.92
SOITEM02159,SO00719,PROD300,39,731.42
SOITEM02160,SO00719,PROD092,39,392.62
SOITEM02161,SO00719,PROD269,72,952.08
SOITEM02162,SO00720,PROD489,61,924.46
SOITEM02163,SO00720,PROD313,84,1083.11
SOITEM02164,SO00720,PROD400,141,733.96
SOITEM02165,SO00720,PROD348,131,788.76
SOITEM02166,SO00721,PROD050,10,1340.67
SOITEM02167,SO00721,PROD114,141,272.02
SOITEM02168,SO00721,PROD053,114,626.38
SOITEM02169,SO00722,PROD471,131,434.22
SOITEM02170,SO00722,PROD064,32,1297.35
SOITEM02171,SO00722,PROD468,144,568.43
SOITEM02172,SO00722,PROD161,40,27.23
SOITEM02173,SO00722,PROD387,104,980.89
SOITEM02174,SO00723,PROD355,108,437.91
SOITEM02175,SO00723,PROD005,140,932.3
SOITEM02176,SO00724,PROD440,143,754.74
SOITEM02177,SO00724,PROD214,69,759.99
SOITEM02178,SO00724,PROD188,13,575.31
SOITEM02179,SO00725,PROD331,120,825.64
SOITEM02180,SO00725,PROD032,54,445.25
SOITEM02181,SO00725,PROD111,113,1295.51
SOITEM02182,SO00725,PROD423,81,1272.27
SOITEM02183,SO00725,PROD227,97,977.2
SOITEM02184,SO00725,PROD137,111,1053.76
SOITEM02185,SO00726,PROD360,146,17.56
SOITEM02186,SO00726,PROD083,119,874.47
SOITEM02187,SO00726,PROD154,115,1628.8
SOITEM02188,SO00727,PROD181,39,994.75
SOITEM02189,SO00727,PROD243,36,1157.77
SOITEM02190,SO00727,PROD425,68,237.61
SOITEM02191,SO00727,PROD444,21,692.28
SOITEM02192,SO00728,PROD299,66,529.69
SOITEM02193,SO00728,PROD194,17,956.58
SOITEM02194,SO00728,PROD270,48,155.77
SOITEM02195,SO00729,PROD232,129,224.33
SOITEM02196,SO00729,PROD222,50,444.32
SOITEM02197,SO00730,PROD489,24,924.46
SOITEM02198,SO00730,PROD044,60,798.58
SOITEM02199,SO00730,PROD395,98,314.97
SOITEM02200,SO00731,PROD209,137,857.85
SOITEM02201,SO00731,PROD212,78,427.61
SOITEM02202,SO00732,PROD254,126,775.1
SOITEM02203,SO00732,PROD287,128,206.98
SOITEM02204,SO00732,PROD106,76,222.41
SOITEM02205,SO00732,PROD219,80,610.84
SOITEM02206,SO00733,PROD232,89,224.33
SOITEM02207,SO00733,PROD059,98,745.03
SOITEM02208,SO00733,PROD487,74,541.19
SOITEM02209,SO00734,PROD130,45,466.72
SOITEM02210,SO00734,PROD244,121,128.7
SOITEM02211,SO00735,PROD471,49,434.22
SOITEM02212,SO00735,PROD375,144,1156.42
SOITEM02213,SO00736,PROD047,78,117.41
SOITEM02214,SO00736,PROD198,74,220.57
SOITEM02215,SO00736,PROD300,84,731.42
SOITEM02216,SO00736,PROD303,52,845.11
SOITEM02217,SO00736,PROD499,148,197.97
SOITEM02218,SO00737,PROD140,15,949.14
SOITEM02219,SO00737,PROD253,7,874.11
SOITEM02220,SO00738,PROD482,74,261.56
SOITEM02221,SO00739,PROD019,117,158.03
SOITEM02222,SO00740,PROD285,148,653.85
SOITEM02223,SO00740,PROD022,51,225.56
SOITEM02224,SO00740,PROD275,74,491.51
SOITEM02225,SO00740,PROD023,41,218.64
SOITEM02226,SO00740,PROD195,67,740.95
SOITEM02227,SO00741,PROD225,86,1254.65
SOITEM02228,SO00741,PROD201,55,258.6
SOITEM02229,SO00741,PROD356,37,85.93
SOITEM02230,SO00741,PROD247,150,1575.9
SOITEM02231,SO00741,PROD496,150,782.95
SOITEM02232,SO00742,PROD246,97,1511.76
SOITEM02233,SO00742,PROD360,133,17.56
SOITEM02234,SO00742,PROD175,140,365.38
SOITEM02235,SO00742,PROD311,81,776.52
SOITEM02236,SO00742,PROD294,34,442.63
SOITEM02237,SO00742,PROD027,84,523.24
SOITEM02238,SO00743,PROD350,34,605.73
SOITEM02239,SO00743,PROD469,22,1205.87
SOITEM02240,SO00743,PROD454,140,72.36
SOITEM02241,SO00744,PROD139,16,241.64
SOITEM02242,SO00744,PROD206,9,1118.26
SOITEM02243,SO00744,PROD232,113,224.33
SOITEM02244,SO00745,PROD277,72,1103.6
SOITEM02245,SO00746,PROD390,132,979.43
SOITEM02246,SO00746,PROD354,6,1247.88
SOITEM02247,SO00746,PROD203,117,294.21
SOITEM02248,SO00746,PROD126,48,374.01
SOITEM02249,SO00747,PROD066,107,147.63
SOITEM02250,SO00747,PROD071,68,915.07
SOITEM02251,SO00747,PROD202,83,976.76
SOITEM02252,SO00747,PROD034,16,710.46
SOITEM02253,SO00748,PROD260,10,685.07
SOITEM02254,SO00748,PROD499,33,197.97
SOITEM02255,SO00748,PROD168,126,852.73
SOITEM02256,SO00749,PROD358,23,769.81
SOITEM02257,SO00749,PROD005,121,932.3
SOITEM02258,SO00750,PROD341,88,1669.85
SOITEM02259,SO00750,PROD122,120,1102.95
SOITEM02260,SO00751,PROD491,129,136.1
SOITEM02261,SO00751,PROD242,11,651.23
SOITEM02262,SO00751,PROD483,24,672.5
SOITEM02263,SO00752,PROD100,138,653.66
SOITEM02264,SO00752,PROD492,131,1562.48
SOITEM02265,SO00753,PROD431,48,448.84
SOITEM02266,SO00753,PROD301,36,258.38
SOITEM02267,SO00754,PROD345,36,782.66
SOITEM02268,SO00755,PROD143,16,280.77
SOITEM02269,SO00755,PROD457,19,1199.55
SOITEM02270,SO00755,PROD335,131,545.76
SOITEM02271,SO00756,PROD085,69,816.42
SOITEM02272,SO00756,PROD275,59,491.51
SOITEM02273,SO00756,PROD462,47,334.33
SOITEM02274,SO00757,PROD022,59,225.56
SOITEM02275,SO00757,PROD491,86,136.1
SOITEM02276,SO00757,PROD373,101,1408.52
SOITEM02277,SO00758,PROD141,78,1138.72
SOITEM02278,SO00758,PROD464,128,1205.08
SOITEM02279,SO00758,PROD075,49,908.01
SOITEM02280,SO00759,PROD478,68,852.64
SOITEM02281,SO00759,PROD246,67,1511.76
SOITEM02282,SO00759,PROD077,61,862.64
SOITEM02283,SO00759,PROD257,83,314.51
SOITEM02284,SO00760,PROD396,60,858.34
SOITEM02285,SO00760,PROD454,51,72.36
SOITEM02286,SO00760,PROD474,39,828.38
SOITEM02287,SO00761,PROD052,95,594.73
SOITEM02288,SO00761,PROD256,140,641.32
SOITEM02289,SO00761,PROD334,59,920.42
SOITEM02290,SO00762,PROD113,134,216.05
SOITEM02291,SO00762,PROD013,26,1004.23
SOITEM02292,SO00762,PROD320,136,1145.37
SOITEM02293,SO00762,PROD417,26,1285.07
SOITEM02294,SO00762,PROD413,41,887.22
SOITEM02295,SO00763,PROD057,116,1187.66
SOITEM02296,SO00763,PROD416,62,1288.06
SOITEM02297,SO00763,PROD436,96,618.73
SOITEM02298,SO00763,PROD088,131,1348.83
SOITEM02299,SO00764,PROD261,43,1709.04
SOITEM02300,SO00764,PROD117,12,276.44
SOITEM02301,SO00765,PROD394,14,1287.33
SOITEM02302,SO00765,PROD135,11,939.41
SOITEM02303,SO00765,PROD317,50,1115.3
SOITEM02304,SO00765,PROD281,64,882.78
SOITEM02305,SO00766,PROD426,74,546.15
SOITEM02306,SO00766,PROD043,84,627.93
SOITEM02307,SO00766,PROD142,77,1235.3
SOITEM02308,SO00766,PROD481,74,822.01
SOITEM02309,SO00766,PROD179,83,587.83
SOITEM02310,SO00766,PROD176,41,66.66
SOITEM02311,SO00767,PROD251,148,1241.42
SOITEM02312,SO00767,PROD076,53,182.76
SOITEM02313,SO00767,PROD220,46,822.57
SOITEM02314,SO00768,PROD110,129,930.88
SOITEM02315,SO00768,PROD104,95,517.35
SOITEM02316,SO00769,PROD324,61,366.94
SOITEM02317,SO00769,PROD435,131,1222.59
SOITEM02318,SO00769,PROD421,143,1053.38
SOITEM02319,SO00769,PROD444,92,692.28
SOITEM02320,SO00770,PROD462,32,334.33
SOITEM02321,SO00770,PROD040,104,695.59
SOITEM02322,SO00771,PROD130,101,466.72
SOITEM02323,SO00771,PROD178,118,251.85
SOITEM02324,SO00771,PROD481,95,822.01
SOITEM02325,SO00771,PROD196,118,967.84
SOITEM02326,SO00772,PROD048,97,100.51
SOITEM02327,SO00773,PROD466,62,1181.87
SOITEM02328,SO00773,PROD118,64,405.84
SOITEM02329,SO00773,PROD405,98,53.91
SOITEM02330,SO00774,PROD009,146,446.24
SOITEM02331,SO00774,PROD063,83,1079.94
SOITEM02332,SO00774,PROD106,33,222.41
SOITEM02333,SO00774,PROD172,19,415.49
SOITEM02334,SO00775,PROD040,117,695.59
SOITEM02335,SO00775,PROD459,54,671.8
SOITEM02336,SO00775,PROD120,40,158.19
SOITEM02337,SO00776,PROD017,121,704.27
SOITEM02338,SO00776,PROD043,63,627.93
SOITEM02339,SO00776,PROD500,143,790.4
SOITEM02340,SO00776,PROD483,49,672.5
SOITEM02341,SO00777,PROD497,106,982.67
SOITEM02342,SO00777,PROD021,142,642.17
SOITEM02343,SO00777,PROD493,105,314.62
SOITEM02344,SO00777,PROD410,147,97.05
SOITEM02345,SO00778,PROD118,110,405.84
SOITEM02346,SO00778,PROD001,77,1065.76
SOITEM02347,SO00778,PROD385,144,462.64
SOITEM02348,SO00778,PROD247,143,1575.9
SOITEM02349,SO00778,PROD009,109,446.24
SOITEM02350,SO00779,PROD313,120,1083.11
SOITEM02351,SO00779,PROD261,85,1709.04
SOITEM02352,SO00779,PROD438,114,981.89
SOITEM02353,SO00780,PROD320,25,1145.37
SOITEM02354,SO00780,PROD292,27,346.04
SOITEM02355,SO00780,PROD390,9,979.43
SOITEM02356,SO00780,PROD170,37,1202.0
SOITEM02357,SO00781,PROD333,139,559.55
SOITEM02358,SO00781,PROD107,53,760.64
SOITEM02359,SO00782,PROD075,99,908.01
SOITEM02360,SO00782,PROD479,53,710.31
SOITEM02361,SO00782,PROD227,37,977.2
SOITEM02362,SO00783,PROD435,53,1222.59
SOITEM02363,SO00783,PROD257,37,314.51
SOITEM02364,SO00783,PROD382,19,439.42
SOITEM02365,SO00783,PROD203,25,294.21
SOITEM02366,SO00784,PROD429,55,101.2
SOITEM02367,SO00784,PROD166,56,590.1
SOITEM02368,SO00784,PROD400,48,733.96
SOITEM02369,SO00785,PROD037,147,1311.32
SOITEM02370,SO00785,PROD423,101,1272.27
SOITEM02371,SO00785,PROD051,102,643.38
SOITEM02372,SO00785,PROD339,84,804.84
SOITEM02373,SO00786,PROD174,103,60.34
SOITEM02374,SO00786,PROD048,80,100.51
SOITEM02375,SO00787,PROD409,42,578.39
SOITEM02376,SO00787,PROD171,54,1035.14
SOITEM02377,SO00787,PROD310,111,1114.33
SOITEM02378,SO00787,PROD448,100,1205.41
SOITEM02379,SO00788,PROD078,9,1530.22
SOITEM02380,SO00788,PROD222,18,444.32
SOITEM02381,SO00789,PROD002,52,1680.23
SOITEM02382,SO00789,PROD102,46,1028.11
SOITEM02383,SO00790,PROD259,141,1293.76
SOITEM02384,SO00790,PROD396,83,858.34
SOITEM02385,SO00790,PROD441,53,433.21
SOITEM02386,SO00791,PROD137,35,1053.76
SOITEM02387,SO00791,PROD318,10,738.15
SOITEM02388,SO00791,PROD236,98,801.25
SOITEM02389,SO00791,PROD126,59,374.01
SOITEM02390,SO00792,PROD052,46,594.73
SOITEM02391,SO00793,PROD140,133,949.14
SOITEM02392,SO00793,PROD083,42,874.47
SOITEM02393,SO00794,PROD018,10,671.51
SOITEM02394,SO00794,PROD392,130,1608.86
SOITEM02395,SO00794,PROD044,42,798.58
SOITEM02396,SO00795,PROD324,141,366.94
SOITEM02397,SO00795,PROD486,48,81.21
SOITEM02398,SO00795,PROD106,22,222.41
SOITEM02399,SO00795,PROD365,37,732.48
SOITEM02400,SO00796,PROD050,111,1340.67
SOITEM02401,SO00796,PROD496,17,782.95
SOITEM02402,SO00796,PROD186,130,360.48
SOITEM02403,SO00796,PROD388,136,793.41
SOITEM02404,SO00796,PROD051,82,643.38
SOITEM02405,SO00796,PROD003,149,470.16
