sales_order_id,customer_id,status,order_date,required_delivery,total_amount
SO00402,CUST00847,Delivered,2025-11-02,2025-11-10,67631.26
SO00403,CUST00391,Packed,2025-11-26,2025-12-02,11289.72
SO00404,CUST00048,Shipped,2026-05-25,2026-06-08,88805.99
SO00405,CUST00481,Shipped,2026-06-08,2026-06-15,34693.79
SO00406,CUST00990,Pending,2026-01-27,2026-02-01,4292.46
SO00407,CUST00093,Delivered,2026-03-20,2026-03-31,348796.69
SO00408,CUST00449,Delivered,2026-04-14,2026-04-28,235894.7
SO00409,CUST00082,Delivered,2025-10-23,2025-11-07,55806.14
SO00410,CUST00539,Processing,2026-06-03,2026-06-14,339220.28
SO00411,CUST00443,Packed,2026-04-17,2026-05-01,282623.99
SO00412,CUST00778,Processing,2026-01-22,2026-02-01,31591.08
SO00413,CUST00472,Processing,2026-04-17,2026-04-22,48856.32
SO00414,CUST00963,Delivered,2026-04-22,2026-05-04,86670.69
SO00415,CUST00027,Shipped,2025-11-05,2025-11-11,296003.85
SO00416,CUST00960,Delivered,2025-11-21,2025-11-27,198127.5
SO00417,CUST00278,Delivered,2026-01-07,2026-01-21,220362.84
SO00418,CUST00405,Packed,2025-11-17,2025-11-23,78456.43
SO00419,CUST00249,Processing,2026-05-17,2026-05-27,173404.61
SO00420,CUST00293,Pending,2025-09-08,2025-09-15,520094.94
SO00421,CUST00471,Shipped,2025-09-03,2025-09-07,304908.4
SO00422,CUST00587,Packed,2026-06-25,2026-07-07,283175.63
SO00423,CUST00889,Delivered,2026-05-11,2026-05-23,87856.35
SO00424,CUST00499,Delivered,2026-06-01,2026-06-13,217676.97
SO00425,CUST00533,Pending,2025-09-07,2025-09-11,63869.24
SO00426,CUST00414,Delivered,2026-01-22,2026-01-25,69322.78
SO00427,CUST00733,Cancelled,2026-03-13,2026-03-20,7722.1
SO00428,CUST00494,Packed,2026-01-08,2026-01-16,124433.52
SO00429,CUST00149,Delivered,2026-02-16,2026-02-19,240944.58
SO00430,CUST00513,Delivered,2025-09-06,2025-09-21,340864.67
SO00431,CUST00186,Pending,2025-11-05,2025-11-16,220051.15
SO00432,CUST00992,Packed,2025-11-29,2025-12-13,201381.25
SO00433,CUST00887,Delivered,2026-01-18,2026-01-30,165690.23
SO00434,CUST00622,Delivered,2026-02-10,2026-02-20,329968.12
SO00435,CUST00323,Delivered,2025-10-26,2025-10-31,203080.86
SO00436,CUST00141,Processing,2026-02-10,2026-02-25,187885.55
SO00437,CUST00937,Processing,2026-01-16,2026-01-26,55182.84
SO00438,CUST00801,Delivered,2025-12-07,2025-12-17,3211.47
SO00439,CUST00061,Shipped,2026-02-06,2026-02-09,82504.28
SO00440,CUST00285,Cancelled,2025-11-15,2025-11-27,166188.06
SO00441,CUST00335,Shipped,2026-04-13,2026-04-26,105199.7
SO00442,CUST00137,Delivered,2026-02-01,2026-02-08,125794.52
SO00443,CUST00644,Shipped,2025-10-22,2025-10-25,95433.03
SO00444,CUST00326,Delivered,2026-05-07,2026-05-10,175886.79
SO00445,CUST00261,Pending,2026-03-15,2026-03-22,308111.19
SO00446,CUST00295,Processing,2025-11-24,2025-12-08,99293.65
SO00447,CUST00184,Processing,2025-11-20,2025-12-04,277245.45
SO00448,CUST00592,Delivered,2025-11-09,2025-11-23,252942.25
SO00449,CUST00507,Packed,2025-09-19,2025-09-24,133993.37
SO00450,CUST00707,Delivered,2026-07-05,2026-07-17,38728.34
SO00451,CUST00001,Shipped,2026-05-04,2026-05-15,182936.21
SO00452,CUST00091,Delivered,2026-01-05,2026-01-18,20653.5
SO00453,CUST00729,Delivered,2026-02-03,2026-02-17,309548.71
SO00454,CUST00498,Shipped,2025-09-12,2025-09-25,268715.74
SO00455,CUST00834,Shipped,2026-04-17,2026-04-20,450103.08
SO00456,CUST00417,Packed,2026-02-26,2026-03-07,19792.47
SO00457,CUST00631,Delivered,2025-11-30,2025-12-14,178185.4
SO00458,CUST00997,Packed,2026-04-22,2026-04-27,82905.23
SO00459,CUST00360,Shipped,2026-04-26,2026-05-08,235915.08
SO00460,CUST00915,Cancelled,2026-04-26,2026-05-11,143263.71
SO00461,CUST00023,Shipped,2026-06-23,2026-07-03,244021.84
SO00462,CUST00826,Pending,2025-12-11,2025-12-14,43248.87
SO00463,CUST00436,Delivered,2026-05-19,2026-05-29,147808.46
SO00464,CUST00965,Delivered,2025-10-02,2025-10-16,30523.74
SO00465,CUST00839,Delivered,2026-06-06,2026-06-20,261014.61
SO00466,CUST00805,Cancelled,2026-01-09,2026-01-17,183019.19
SO00467,CUST00170,Shipped,2026-06-04,2026-06-11,156045.49
SO00468,CUST00341,Delivered,2026-07-10,2026-07-21,263677.68
SO00469,CUST00350,Delivered,2026-04-11,2026-04-18,542113.37
SO00470,CUST00526,Processing,2026-01-03,2026-01-09,137897.4
SO00471,CUST00428,Delivered,2026-05-17,2026-05-28,50623.1
SO00472,CUST00215,Processing,2025-11-30,2025-12-15,11432.5
SO00473,CUST00516,Shipped,2025-11-18,2025-11-21,149585.77
SO00474,CUST00265,Packed,2026-02-22,2026-03-05,112523.82
SO00475,CUST00598,Delivered,2026-01-10,2026-01-24,167697.07
SO00476,CUST00771,Delivered,2026-02-02,2026-02-16,159757.14
SO00477,CUST00287,Shipped,2026-01-17,2026-01-29,62982.1
SO00478,CUST00911,Delivered,2026-01-24,2026-02-05,36286.44
SO00479,CUST00189,Delivered,2025-12-31,2026-01-05,302572.89
SO00480,CUST00974,Cancelled,2026-07-05,2026-07-14,240717.31
SO00481,CUST00024,Delivered,2026-02-03,2026-02-13,14833.86
SO00482,CUST00728,Packed,2026-04-11,2026-04-17,208493.88
SO00483,CUST00687,Delivered,2025-09-07,2025-09-21,108181.86
SO00484,CUST00108,Processing,2026-05-17,2026-05-29,108456.04
SO00485,CUST00391,Processing,2025-10-24,2025-10-28,133395.49
SO00486,CUST00229,Delivered,2026-04-07,2026-04-13,18117.92
SO00487,CUST00958,Delivered,2025-12-08,2025-12-14,135992.4
SO00488,CUST00406,Delivered,2025-09-07,2025-09-17,73872.4
SO00489,CUST00858,Cancelled,2026-02-16,2026-03-02,114699.0
SO00490,CUST00293,Delivered,2026-01-14,2026-01-23,283693.4
SO00491,CUST00634,Cancelled,2025-11-14,2025-11-28,191581.44
SO00492,CUST00773,Shipped,2026-04-23,2026-04-30,120990.18
SO00493,CUST00827,Delivered,2026-04-05,2026-04-13,325316.32
SO00494,CUST00318,Pending,2025-12-18,2025-12-24,284637.06
SO00495,CUST00471,Delivered,2026-07-04,2026-07-10,121302.93
SO00496,CUST00319,Packed,2026-04-05,2026-04-17,275270.56
SO00497,CUST00191,Delivered,2025-12-15,2025-12-25,17317.3
SO00498,CUST00455,Shipped,2026-01-27,2026-01-31,47999.3
SO00499,CUST00717,Packed,2025-09-29,2025-10-03,398391.09
SO00500,CUST00966,Shipped,2026-03-16,2026-03-31,98270.07
SO00501,CUST00290,Delivered,2026-02-19,2026-02-22,231516.64
SO00502,CUST00689,Delivered,2026-03-05,2026-03-12,160683.91
SO00503,CUST00643,Delivered,2025-10-26,2025-11-06,221537.14
SO00504,CUST00568,Delivered,2026-05-11,2026-05-20,177444.96
SO00505,CUST00877,Shipped,2026-03-20,2026-03-27,14580.12
SO00506,CUST00873,Shipped,2025-12-13,2025-12-26,52807.61
SO00507,CUST00551,Delivered,2026-03-27,2026-04-01,147482.67
SO00508,CUST00230,Shipped,2026-02-20,2026-03-01,86464.14
SO00509,CUST00387,Delivered,2025-09-23,2025-10-03,27280.35
SO00510,CUST00510,Delivered,2025-11-23,2025-12-08,200202.64
SO00511,CUST00077,Delivered,2026-04-24,2026-05-08,48875.2
SO00512,CUST00362,Delivered,2026-04-29,2026-05-12,70773.78
SO00513,CUST00405,Processing,2025-11-05,2025-11-11,80223.01
SO00514,CUST00745,Shipped,2026-01-15,2026-01-29,254636.28
SO00515,CUST00309,Delivered,2025-10-08,2025-10-11,255410.7
SO00516,CUST00987,Delivered,2025-12-14,2025-12-25,248682.01
SO00517,CUST00783,Shipped,2026-05-06,2026-05-09,181940.94
SO00518,CUST00614,Delivered,2026-06-06,2026-06-19,45085.42
SO00519,CUST00413,Delivered,2026-02-05,2026-02-17,146584.53
SO00520,CUST00760,Delivered,2025-10-03,2025-10-06,411377.0
SO00521,CUST00710,Delivered,2025-09-15,2025-09-22,33522.4
SO00522,CUST00789,Packed,2026-03-19,2026-03-23,31774.68
SO00523,CUST00652,Delivered,2025-10-21,2025-10-27,104380.18
SO00524,CUST00336,Packed,2026-02-26,2026-03-04,75703.81
SO00525,CUST00645,Delivered,2025-09-07,2025-09-14,225707.78
SO00526,CUST00940,Pending,2026-05-03,2026-05-10,23055.66
SO00527,CUST00727,Delivered,2026-03-04,2026-03-15,36635.88
SO00528,CUST00308,Delivered,2026-01-03,2026-01-14,402996.03
SO00529,CUST00705,Packed,2026-01-23,2026-02-07,57444.49
SO00530,CUST00345,Delivered,2026-06-05,2026-06-19,181844.87
SO00531,CUST00985,Processing,2026-07-05,2026-07-13,182965.09
SO00532,CUST00656,Delivered,2026-01-30,2026-02-07,288508.68
SO00533,CUST00368,Processing,2026-05-23,2026-05-27,201622.4
SO00534,CUST00235,Delivered,2026-04-24,2026-04-30,31863.7
SO00535,CUST00894,Delivered,2026-02-28,2026-03-09,203716.54
SO00536,CUST00338,Delivered,2026-01-03,2026-01-10,128962.94
SO00537,CUST00206,Delivered,2026-03-27,2026-04-01,338442.05
SO00538,CUST00911,Cancelled,2026-05-08,2026-05-15,297391.6
SO00539,CUST00544,Delivered,2025-11-08,2025-11-23,108440.39
SO00540,CUST00259,Shipped,2026-02-06,2026-02-21,62230.19
SO00541,CUST00692,Delivered,2026-04-29,2026-05-08,224044.5
SO00542,CUST00042,Delivered,2026-04-12,2026-04-22,50044.44
SO00543,CUST00829,Delivered,2025-12-25,2026-01-01,325461.68
SO00544,CUST00718,Delivered,2026-03-05,2026-03-18,192683.93
SO00545,CUST00696,Cancelled,2025-09-09,2025-09-24,182387.28
SO00546,CUST00072,Processing,2025-09-12,2025-09-18,263537.95
SO00547,CUST00235,Cancelled,2025-09-21,2025-10-02,132322.43
SO00548,CUST00742,Delivered,2025-11-05,2025-11-08,222685.8
SO00549,CUST00140,Packed,2026-06-11,2026-06-19,43303.38
SO00550,CUST00676,Shipped,2026-06-13,2026-06-27,75088.66
SO00551,CUST00833,Pending,2026-02-07,2026-02-22,182871.51
SO00552,CUST00564,Shipped,2026-04-20,2026-04-26,196599.09
SO00553,CUST00960,Delivered,2026-05-06,2026-05-15,207386.28
SO00554,CUST00132,Delivered,2025-09-28,2025-10-01,201870.91
SO00555,CUST00015,Packed,2026-05-17,2026-05-27,145294.72
SO00556,CUST00298,Delivered,2026-01-16,2026-01-22,316496.44
SO00557,CUST00689,Shipped,2026-01-23,2026-01-30,19188.26
SO00558,CUST00800,Shipped,2025-11-23,2025-12-04,105687.27
SO00559,CUST00974,Shipped,2026-01-09,2026-01-14,166213.39
SO00560,CUST00046,Shipped,2026-01-23,2026-02-05,370075.8
SO00561,CUST00007,Delivered,2026-05-25,2026-06-09,318134.87
SO00562,CUST00810,Delivered,2025-12-22,2026-01-03,226958.71
SO00563,CUST00463,Delivered,2026-04-05,2026-04-20,11187.6
SO00564,CUST00883,Delivered,2026-01-08,2026-01-13,409189.16
SO00565,CUST00648,Processing,2025-12-20,2026-01-04,218804.96
SO00566,CUST00661,Cancelled,2026-03-07,2026-03-13,222731.87
SO00567,CUST00810,Delivered,2025-10-11,2025-10-25,284783.89
SO00568,CUST00257,Shipped,2025-11-07,2025-11-19,188982.2
SO00569,CUST00294,Delivered,2026-06-13,2026-06-23,53814.1
SO00570,CUST00667,Delivered,2025-12-13,2025-12-17,69213.39
SO00571,CUST00534,Delivered,2026-03-19,2026-04-03,237985.46
SO00572,CUST00866,Processing,2026-02-13,2026-02-27,175517.46
SO00573,CUST00692,Shipped,2026-02-07,2026-02-22,52058.3
SO00574,CUST00031,Shipped,2026-03-30,2026-04-05,302446.19
SO00575,CUST00224,Delivered,2025-09-17,2025-09-22,75624.92
SO00576,CUST00930,Delivered,2026-05-11,2026-05-22,327530.48
SO00577,CUST00393,Shipped,2026-04-24,2026-04-30,7330.08
SO00578,CUST00225,Delivered,2025-10-20,2025-10-24,280944.37
SO00579,CUST00085,Shipped,2026-01-19,2026-01-29,365558.35
SO00580,CUST00706,Delivered,2026-06-06,2026-06-19,174103.16
SO00581,CUST00708,Processing,2026-04-03,2026-04-08,207629.71
SO00582,CUST00029,Shipped,2026-04-03,2026-04-06,241535.85
SO00583,CUST00726,Cancelled,2025-11-17,2025-11-27,164454.61
SO00584,CUST00716,Delivered,2026-05-09,2026-05-17,101492.0
SO00585,CUST00138,Shipped,2026-03-19,2026-04-02,137562.39
SO00586,CUST00378,Pending,2026-01-16,2026-01-29,208102.17
SO00587,CUST00705,Shipped,2025-12-11,2025-12-22,309167.47
SO00588,CUST00531,Delivered,2025-10-04,2025-10-16,198142.56
SO00589,CUST00445,Delivered,2025-09-24,2025-10-07,648095.3
SO00590,CUST00384,Delivered,2025-10-02,2025-10-17,331785.08
SO00591,CUST00868,Pending,2026-07-10,2026-07-25,279708.09
SO00592,CUST00949,Shipped,2026-02-21,2026-03-02,18068.55
SO00593,CUST00420,Shipped,2026-05-23,2026-05-27,109199.4
SO00594,CUST00883,Cancelled,2025-12-12,2025-12-26,169829.15
SO00595,CUST00193,Delivered,2026-03-22,2026-04-04,161830.38
SO00596,CUST00099,Delivered,2026-02-01,2026-02-08,117847.54
SO00597,CUST00304,Processing,2026-04-28,2026-05-04,77288.83
SO00598,CUST00096,Shipped,2026-05-18,2026-05-27,79072.55
SO00599,CUST00729,Delivered,2025-11-23,2025-12-05,184730.31
SO00600,CUST00152,Delivered,2026-05-20,2026-05-30,38351.75
SO00601,CUST00293,Shipped,2026-03-10,2026-03-15,390626.01
SO00602,CUST00259,Packed,2026-04-25,2026-05-04,19254.54
SO00603,CUST00435,Shipped,2026-02-27,2026-03-06,241053.66
SO00604,CUST00451,Cancelled,2026-04-14,2026-04-17,325393.19
SO00605,CUST00496,Delivered,2026-02-28,2026-03-06,191494.46
SO00606,CUST00351,Delivered,2026-04-20,2026-05-01,326915.46
SO00607,CUST00736,Delivered,2026-06-07,2026-06-11,46547.48
SO00608,CUST00500,Delivered,2026-05-17,2026-06-01,62710.5
SO00609,CUST00564,Delivered,2025-11-01,2025-11-12,312520.47
SO00610,CUST00516,Delivered,2025-10-05,2025-10-17,158927.8
SO00611,CUST00081,Shipped,2026-03-25,2026-03-30,31341.76
SO00612,CUST00010,Cancelled,2025-09-10,2025-09-17,159613.79
SO00613,CUST00672,Shipped,2026-04-10,2026-04-21,348107.67
SO00614,CUST00604,Processing,2025-11-12,2025-11-27,252327.49
SO00615,CUST00199,Shipped,2026-04-05,2026-04-10,223691.14
SO00616,CUST00404,Delivered,2026-03-09,2026-03-18,224611.57
SO00617,CUST00398,Processing,2025-10-19,2025-10-25,7206.98
SO00618,CUST00890,Processing,2026-05-19,2026-05-29,120178.42
SO00619,CUST00113,Processing,2025-09-10,2025-09-16,139411.8
SO00620,CUST00374,Delivered,2025-12-08,2025-12-22,368330.18
SO00621,CUST00458,Delivered,2026-05-26,2026-06-09,111966.68
SO00622,CUST00623,Delivered,2026-06-01,2026-06-05,248686.25
SO00623,CUST00153,Processing,2025-11-06,2025-11-17,205543.51
SO00624,CUST00328,Shipped,2025-12-14,2025-12-25,124754.54
SO00625,CUST00293,Delivered,2025-09-14,2025-09-29,227093.85
SO00626,CUST00188,Packed,2025-10-28,2025-11-03,135570.49
SO00627,CUST00036,Delivered,2025-11-20,2025-12-04,135831.25
SO00628,CUST00691,Processing,2026-04-29,2026-05-03,151533.86
SO00629,CUST00527,Delivered,2026-05-12,2026-05-27,171462.84
SO00630,CUST00351,Shipped,2026-01-23,2026-01-28,72884.97
SO00631,CUST00478,Packed,2025-12-16,2025-12-21,63905.23
SO00632,CUST00462,Processing,2026-02-07,2026-02-14,42797.64
SO00633,CUST00387,Delivered,2026-02-09,2026-02-13,125254.37
SO00634,CUST00062,Delivered,2025-11-13,2025-11-21,195233.99
SO00635,CUST00616,Shipped,2025-09-09,2025-09-20,163033.95
SO00636,CUST00079,Packed,2026-05-11,2026-05-18,149407.26
SO00637,CUST00571,Delivered,2026-04-08,2026-04-14,245592.54
SO00638,CUST00007,Shipped,2026-06-20,2026-07-03,46830.99
SO00639,CUST00115,Delivered,2025-09-12,2025-09-19,222657.8
SO00640,CUST00027,Shipped,2026-02-15,2026-03-02,196062.08
SO00641,CUST00957,Shipped,2025-11-22,2025-12-02,197964.56
SO00642,CUST00997,Delivered,2026-03-06,2026-03-12,210993.11
SO00643,CUST00007,Delivered,2026-06-13,2026-06-24,201527.22
SO00644,CUST00673,Packed,2025-10-31,2025-11-08,77792.83
SO00645,CUST00968,Cancelled,2025-10-03,2025-10-12,96099.2
SO00646,CUST00764,Packed,2026-06-29,2026-07-10,351901.94
SO00647,CUST00871,Delivered,2026-06-08,2026-06-17,280954.45
SO00648,CUST00502,Delivered,2026-06-28,2026-07-11,105127.48
SO00649,CUST00650,Delivered,2025-12-09,2025-12-12,490410.2
SO00650,CUST00881,Delivered,2025-10-22,2025-11-05,68179.4
SO00651,CUST00955,Processing,2025-09-12,2025-09-21,62146.6
SO00652,CUST00431,Delivered,2026-05-08,2026-05-13,100670.36
SO00653,CUST00247,Shipped,2025-10-14,2025-10-26,81201.79
SO00654,CUST00878,Delivered,2025-11-30,2025-12-12,108592.1
SO00655,CUST00854,Delivered,2026-06-14,2026-06-17,36423.3
SO00656,CUST00762,Shipped,2026-05-28,2026-06-01,390003.01
SO00657,CUST00435,Packed,2026-04-01,2026-04-12,114115.17
SO00658,CUST00142,Shipped,2025-09-21,2025-09-25,30477.78
SO00659,CUST00910,Processing,2026-01-04,2026-01-07,272698.6
SO00660,CUST00957,Delivered,2025-11-12,2025-11-17,144445.29
SO00661,CUST00973,Delivered,2025-10-01,2025-10-05,234610.52
SO00662,CUST00069,Delivered,2026-04-25,2026-04-29,232270.21
SO00663,CUST00086,Cancelled,2025-10-03,2025-10-11,253123.67
SO00664,CUST00062,Delivered,2025-10-29,2025-11-03,186865.04
SO00665,CUST00062,Cancelled,2025-12-03,2025-12-12,25381.95
SO00666,CUST00200,Delivered,2026-06-29,2026-07-09,139522.45
SO00667,CUST00632,Delivered,2026-01-24,2026-02-05,174040.04
SO00668,CUST00114,Shipped,2026-01-09,2026-01-18,142999.64
SO00669,CUST00807,Shipped,2026-03-29,2026-04-02,33608.44
SO00670,CUST00358,Delivered,2026-01-30,2026-02-10,36224.76
SO00671,CUST00348,Delivered,2025-10-04,2025-10-09,363266.67
SO00672,CUST00629,Cancelled,2025-09-29,2025-10-07,102506.22
SO00673,CUST00964,Delivered,2026-02-05,2026-02-15,151465.08
SO00674,CUST00365,Delivered,2025-12-08,2025-12-21,86542.4
SO00675,CUST00646,Delivered,2026-03-08,2026-03-19,232930.96
SO00676,CUST00359,Shipped,2025-10-14,2025-10-24,374719.0
SO00677,CUST00437,Cancelled,2026-04-10,2026-04-15,34291.94
SO00678,CUST00872,Delivered,2026-03-19,2026-03-23,386429.7
SO00679,CUST00400,Delivered,2026-05-15,2026-05-19,96210.18
SO00680,CUST00739,Shipped,2026-06-15,2026-06-24,86576.08
SO00681,CUST00842,Delivered,2026-01-04,2026-01-11,132167.88
SO00682,CUST00336,Shipped,2026-04-13,2026-04-20,172861.98
SO00683,CUST00288,Shipped,2026-07-06,2026-07-11,105788.55
SO00684,CUST00600,Cancelled,2026-05-26,2026-05-30,216298.99
SO00685,CUST00327,Delivered,2025-12-02,2025-12-14,466930.42
SO00686,CUST00195,Shipped,2026-07-14,2026-07-26,118897.15
SO00687,CUST00024,Pending,2025-12-14,2025-12-18,317411.29
SO00688,CUST00070,Delivered,2026-06-04,2026-06-14,340666.03
SO00689,CUST00975,Shipped,2026-02-11,2026-02-22,95496.87
SO00690,CUST00967,Processing,2026-02-17,2026-02-20,88456.81
SO00691,CUST00722,Shipped,2026-03-22,2026-03-25,310868.18
SO00692,CUST00835,Shipped,2026-03-09,2026-03-23,499247.76
SO00693,CUST00027,Shipped,2025-09-06,2025-09-13,38264.82
SO00694,CUST00275,Delivered,2026-03-30,2026-04-12,215037.53
SO00695,CUST00196,Delivered,2026-06-19,2026-07-02,47460.08
SO00696,CUST00582,Delivered,2026-02-16,2026-02-22,24266.26
SO00697,CUST00119,Delivered,2025-11-22,2025-11-30,355283.67
SO00698,CUST00265,Delivered,2026-02-10,2026-02-13,65953.82
SO00699,CUST00799,Shipped,2026-01-29,2026-02-12,232431.98
SO00700,CUST00367,Pending,2026-05-01,2026-05-05,7883.4
SO00701,CUST00496,Packed,2026-05-22,2026-05-28,61781.69
SO00702,CUST00551,Processing,2025-09-29,2025-10-03,73806.37
SO00703,CUST00933,Shipped,2025-11-13,2025-11-22,47419.75
SO00704,CUST00050,Shipped,2026-04-06,2026-04-19,121805.07
SO00705,CUST00321,Delivered,2025-10-24,2025-11-07,245199.59
SO00706,CUST00145,Shipped,2025-09-14,2025-09-23,191562.57
SO00707,CUST00961,Delivered,2026-04-18,2026-05-03,102290.03
SO00708,CUST00873,Delivered,2025-12-17,2025-12-21,20053.13
SO00709,CUST00009,Delivered,2026-06-13,2026-06-17,332459.87
SO00710,CUST00436,Delivered,2026-05-06,2026-05-15,28381.74
SO00711,CUST00539,Delivered,2026-01-01,2026-01-16,70143.49
SO00712,CUST00023,Shipped,2026-04-19,2026-04-23,128310.8
SO00713,CUST00350,Delivered,2026-04-19,2026-04-27,188239.28
SO00714,CUST00857,Delivered,2026-04-03,2026-04-10,86431.05
SO00715,CUST00277,Delivered,2026-01-18,2026-01-25,322508.64
SO00716,CUST00608,Delivered,2025-10-14,2025-10-17,304999.05
SO00717,CUST00502,Delivered,2025-12-09,2025-12-23,167052.9
SO00718,CUST00010,Shipped,2025-12-14,2025-12-25,238689.62
SO00719,CUST00126,Processing,2026-03-21,2026-04-05,161787.56
SO00720,CUST00586,Delivered,2026-03-28,2026-04-01,354189.22
SO00721,CUST00486,Delivered,2026-03-15,2026-03-18,123168.84
SO00722,CUST00135,Packed,2025-12-11,2025-12-15,283353.7
SO00723,CUST00344,Processing,2026-04-22,2026-04-26,177816.28
SO00724,CUST00267,Shipped,2026-04-12,2026-04-20,167846.16
SO00725,CUST00291,Processing,2026-06-24,2026-06-28,584322.56
SO00726,CUST00508,Cancelled,2025-11-21,2025-11-25,293937.69
SO00727,CUST00656,Delivered,2025-10-09,2025-10-17,111170.33
SO00728,CUST00713,Cancelled,2025-10-13,2025-10-19,58698.36
SO00729,CUST00807,Delivered,2025-11-21,2025-12-03,51154.57
SO00730,CUST00183,Delivered,2026-05-12,2026-05-27,100968.9
SO00731,CUST00029,Delivered,2025-12-26,2026-01-01,150879.03
SO00732,CUST00839,Delivered,2026-07-07,2026-07-12,189926.4
SO00733,CUST00503,Processing,2026-01-27,2026-02-04,133026.37
SO00734,CUST00580,Delivered,2026-04-11,2026-04-22,36575.1
SO00735,CUST00704,Shipped,2026-01-12,2026-01-16,187801.26
SO00736,CUST00095,Shipped,2025-10-27,2025-11-06,160164.72
SO00737,CUST00193,Delivered,2025-12-19,2025-12-24,20355.87
SO00738,CUST00318,Processing,2026-03-10,2026-03-18,19355.44
SO00739,CUST00481,Delivered,2025-11-24,2025-11-27,18489.51
SO00740,CUST00238,Cancelled,2025-10-16,2025-10-25,203252.99
SO00741,CUST00634,Delivered,2026-05-01,2026-05-14,479129.81
SO00742,CUST00550,Packed,2025-10-22,2025-11-02,322029.1
SO00743,CUST00526,Processing,2026-04-02,2026-04-09,57254.36
SO00744,CUST00535,Pending,2025-12-28,2026-01-11,39279.87
SO00745,CUST00110,Delivered,2026-07-06,2026-07-12,79459.2
SO00746,CUST00503,Packed,2025-10-08,2025-10-11,189147.09
SO00747,CUST00073,Delivered,2025-09-19,2025-09-30,170459.61
SO00748,CUST00352,Packed,2026-01-25,2026-02-06,120827.69
SO00749,CUST00356,Cancelled,2026-02-06,2026-02-09,130513.93
SO00750,CUST00375,Shipped,2026-01-28,2026-02-09,279300.8
SO00751,CUST00562,Processing,2025-10-18,2025-10-23,40860.43
SO00752,CUST00860,Delivered,2026-03-04,2026-03-10,294889.96
SO00753,CUST00612,Delivered,2026-06-03,2026-06-09,30846.0
SO00754,CUST00931,Processing,2026-01-02,2026-01-13,28175.76
SO00755,CUST00752,Delivered,2026-06-11,2026-06-21,98778.33
SO00756,CUST00259,Packed,2025-11-13,2025-11-22,101045.58
SO00757,CUST00983,Packed,2026-05-08,2026-05-17,167273.16
SO00758,CUST00486,Cancelled,2026-07-01,2026-07-08,287562.89
SO00759,CUST00879,Processing,2026-04-05,2026-04-12,237992.81
SO00760,CUST00765,Packed,2026-03-13,2026-03-16,87497.58
SO00761,CUST00154,Delivered,2026-02-17,2026-02-26,200588.93
SO00762,CUST00313,Delivered,2025-10-07,2025-10-17,280618.84
SO00763,CUST00296,Delivered,2025-11-12,2025-11-19,453723.09
SO00764,CUST00380,Processing,2026-05-21,2026-06-04,76806.0
SO00765,CUST00780,Delivered,2026-06-29,2026-07-09,140619.05
SO00766,CUST00418,Shipped,2026-06-01,2026-06-09,300631.01
SO00767,CUST00804,Cancelled,2026-04-26,2026-05-02,231254.66
SO00768,CUST00812,Packed,2026-01-08,2026-01-19,169231.77
SO00769,CUST00381,Cancelled,2026-04-18,2026-05-01,396865.73
SO00770,CUST00095,Packed,2026-07-02,2026-07-08,83039.92
SO00771,CUST00338,Packed,2025-11-14,2025-11-23,269153.09
SO00772,CUST00036,Shipped,2025-10-25,2025-11-04,9749.47
SO00773,CUST00638,Delivered,2026-06-04,2026-06-10,104532.88
SO00774,CUST00405,Processing,2026-03-10,2026-03-18,170019.9
SO00775,CUST00724,Delivered,2026-01-12,2026-01-16,123988.83
SO00776,CUST00025,Delivered,2025-11-05,2025-11-10,270755.96
SO00777,CUST00871,Processing,2026-04-09,2026-04-24,242652.61
SO00778,CUST00713,Delivered,2026-03-31,2026-04-09,467319.94
SO00779,CUST00822,Packed,2026-07-02,2026-07-16,387177.06
SO00780,CUST00575,Delivered,2026-06-22,2026-06-27,91266.2
SO00781,CUST00634,Delivered,2026-02-04,2026-02-16,118091.37
SO00782,CUST00328,Pending,2026-06-19,2026-06-25,163695.82
SO00783,CUST00633,Delivered,2026-07-08,2026-07-15,92138.37
SO00784,CUST00865,Packed,2025-09-07,2025-09-16,73841.68
SO00785,CUST00243,Delivered,2026-03-20,2026-04-01,454494.63
SO00786,CUST00906,Delivered,2025-10-27,2025-10-31,14255.82
SO00787,CUST00849,Delivered,2026-01-08,2026-01-17,324421.57
SO00788,CUST00950,Delivered,2026-04-30,2026-05-11,21769.74
SO00789,CUST00540,Pending,2026-01-23,2026-02-02,134665.02
SO00790,CUST00427,Pending,2025-09-07,2025-09-18,276622.51
SO00791,CUST00935,Delivered,2025-12-13,2025-12-27,144852.19
SO00792,CUST00576,Delivered,2026-07-05,2026-07-11,27357.58
SO00793,CUST00639,Delivered,2026-02-07,2026-02-21,162963.36
SO00794,CUST00244,Delivered,2025-11-03,2025-11-12,249407.26
SO00795,CUST00765,Cancelled,2026-06-14,2026-06-26,87631.4
SO00796,CUST00867,Delivered,2025-10-19,2025-10-22,439701.68
SO00797,CUST00494,Delivered,2026-01-23,2026-02-05,125664.11
SO00798,CUST00690,Delivered,2026-04-23,2026-05-06,117426.84
SO00799,CUST00687,Delivered,2025-10-23,2025-10-26,117323.46
SO00800,CUST00206,Pending,2026-01-21,2026-01-26,68851.82
SO00801,CUST00393,Shipped,2026-01-01,2026-01-06,270660.57
SO00802,CUST00014,Shipped,2026-03-13,2026-03-28,88865.11
